Test Size,N_estimators,Learning Rate,Score,STDEV,MEAN
0.1,1,1e-06,0.02857142857142857,15.231546211727817,11
0.1,1,0.001,0.02857142857142857,15.198684153570664,11
0.1,1,1.0,0.02857142857142857,15.198684153570664,11
0.1,10,1e-06,0.02857142857142857,15.198684153570664,11
0.1,10,0.001,0.02857142857142857,15.165750888103101,11
0.1,10,1.0,0.01904761904761905,15.937377450509228,9
0.1,100,1e-06,0.02857142857142857,15.84297951775486,10
0.1,100,0.001,0.01904761904761905,15.84297951775486,9
0.1,100,1.0,0.01904761904761905,16.09347693943108,8
0.1,500,1e-06,0.02857142857142857,16.0312195418814,8
0.1,500,0.001,0.01904761904761905,16.0,8
0.1,500,1.0,0.01904761904761905,16.1245154965971,7
0.1,1000,1e-06,0.02857142857142857,16.09347693943108,8
0.1,1000,0.001,0.01904761904761905,16.06237840420901,7
0.1,1000,1.0,0.01904761904761905,16.15549442140351,7
0.1,10000,1e-06,0.02857142857142857,16.1245154965971,7
0.1,10000,0.001,0.0380952380952381,16.583123951777,6
0.1,10000,1.0,0.01904761904761905,16.61324772583615,6
0.2,1,1e-06,0.03333333333333333,16.583123951777,7
0.2,1,0.001,0.03333333333333333,16.55294535724685,7
0.2,1,1.0,0.03333333333333333,16.492422502470642,8
0.2,10,1e-06,0.03333333333333333,16.46207763315433,8
0.2,10,0.001,0.03333333333333333,16.431676725154983,8
0.2,10,1.0,0.03333333333333333,16.492422502470642,8
0.2,100,1e-06,0.03333333333333333,16.46207763315433,8
0.2,100,0.001,0.03333333333333333,16.431676725154983,8
0.2,100,1.0,0.02857142857142857,16.46207763315433,8
0.2,500,1e-06,0.03333333333333333,16.431676725154983,8
0.2,500,0.001,0.02857142857142857,16.34013463836819,8
0.2,500,1.0,0.02857142857142857,16.3707055437449,7
0.2,1000,1e-06,0.03333333333333333,16.34013463836819,8
0.2,1000,0.001,0.02857142857142857,16.30950643030009,7
0.2,1000,1.0,0.02857142857142857,16.30950643030009,7
0.2,10000,1e-06,0.03333333333333333,16.30950643030009,7
0.2,10000,0.001,0.0380952380952381,16.46207763315433,7
0.2,10000,1.0,0.02857142857142857,16.46207763315433,7
0.30000000000000004,1,1e-06,0.028662420382165606,16.492422502470642,7
0.30000000000000004,1,0.001,0.028662420382165606,16.522711641858304,7
0.30000000000000004,1,1.0,0.028662420382165606,16.522711641858304,7
0.30000000000000004,10,1e-06,0.028662420382165606,16.55294535724685,8
0.30000000000000004,10,0.001,0.028662420382165606,16.55294535724685,8
0.30000000000000004,10,1.0,0.03821656050955414,16.55294535724685,8
0.30000000000000004,100,1e-06,0.028662420382165606,16.55294535724685,8
0.30000000000000004,100,0.001,0.028662420382165606,16.55294535724685,8
0.30000000000000004,100,1.0,0.03821656050955414,16.583123951777,8
0.30000000000000004,500,1e-06,0.028662420382165606,16.583123951777,8
0.30000000000000004,500,0.001,0.028662420382165606,16.55294535724685,8
0.30000000000000004,500,1.0,0.03503184713375796,16.61324772583615,8
0.30000000000000004,1000,1e-06,0.028662420382165606,16.61324772583615,8
0.30000000000000004,1000,0.001,0.03821656050955414,16.583123951777,8
0.30000000000000004,1000,1.0,0.03503184713375796,16.61324772583615,7
0.30000000000000004,10000,1e-06,0.028662420382165606,16.61324772583615,8
0.30000000000000004,10000,0.001,0.041401273885350316,16.64331697709324,7
0.30000000000000004,10000,1.0,0.03503184713375796,16.673332000533065,7
0.4,1,1e-06,0.03341288782816229,16.673332000533065,7
0.4,1,0.001,0.03341288782816229,16.673332000533065,8
0.4,1,1.0,0.03341288782816229,16.673332000533065,8
0.4,10,1e-06,0.03341288782816229,16.673332000533065,8
0.4,10,0.001,0.03341288782816229,16.64331697709324,8
0.4,10,1.0,0.03341288782816229,16.673332000533065,8
0.4,100,1e-06,0.03341288782816229,16.673332000533065,8
0.4,100,0.001,0.03341288782816229,16.673332000533065,8
0.4,100,1.0,0.03341288782816229,16.703293088490067,8
0.4,500,1e-06,0.03341288782816229,16.703293088490067,8
0.4,500,0.001,0.0405727923627685,16.673332000533065,8
0.4,500,1.0,0.03818615751789976,16.703293088490067,8
0.4,1000,1e-06,0.03341288782816229,16.703293088490067,8
0.4,1000,0.001,0.0405727923627685,16.673332000533065,8
0.4,1000,1.0,0.03818615751789976,16.703293088490067,8
0.4,10000,1e-06,0.03341288782816229,16.703293088490067,8
0.4,10000,0.001,0.0405727923627685,16.703293088490067,8
0.4,10000,1.0,0.04295942720763723,16.73320053068151,7
0.5,1,1e-06,0.036328871892925434,16.703293088490067,8
0.5,1,0.001,0.036328871892925434,16.703293088490067,8
0.5,1,1.0,0.036328871892925434,16.673332000533065,8
0.5,10,1e-06,0.036328871892925434,16.64331697709324,8
0.5,10,0.001,0.036328871892925434,16.64331697709324,8
0.5,10,1.0,0.036328871892925434,16.64331697709324,8
0.5,100,1e-06,0.036328871892925434,16.61324772583615,8
0.5,100,0.001,0.036328871892925434,16.583123951777,8
0.5,100,1.0,0.036328871892925434,16.61324772583615,8
0.5,500,1e-06,0.036328871892925434,16.583123951777,8
0.5,500,0.001,0.040152963671128104,16.61324772583615,8
0.5,500,1.0,0.036328871892925434,16.61324772583615,8
0.5,1000,1e-06,0.036328871892925434,16.583123951777,8
0.5,1000,0.001,0.04206500956022945,16.55294535724685,8
0.5,1000,1.0,0.036328871892925434,16.583123951777,8
0.5,10000,1e-06,0.036328871892925434,16.55294535724685,8
0.5,10000,0.001,0.03824091778202677,16.61324772583615,8
0.5,10000,1.0,0.032504780114722756,16.73320053068151,8
0.6,1,1e-06,0.03503184713375796,16.703293088490067,8
0.6,1,0.001,0.03503184713375796,16.703293088490067,8
0.6,1,1.0,0.03503184713375796,16.673332000533065,8
0.6,10,1e-06,0.03503184713375796,16.673332000533065,8
0.6,10,0.001,0.03503184713375796,16.64331697709324,8
0.6,10,1.0,0.03662420382165605,16.673332000533065,8
0.6,100,1e-06,0.03503184713375796,16.673332000533065,8
0.6,100,0.001,0.042993630573248405,16.64331697709324,8
0.6,100,1.0,0.03662420382165605,16.703293088490067,8
0.6,500,1e-06,0.03503184713375796,16.673332000533065,8
0.6,500,0.001,0.03503184713375796,16.673332000533065,8
0.6,500,1.0,0.03662420382165605,16.703293088490067,8
0.6,1000,1e-06,0.03503184713375796,16.673332000533065,8
0.6,1000,0.001,0.03503184713375796,16.673332000533065,8
0.6,1000,1.0,0.03662420382165605,16.703293088490067,8
0.6,10000,1e-06,0.03503184713375796,16.673332000533065,8
0.6,10000,0.001,0.03503184713375796,16.73320053068151,8
0.6,10000,1.0,0.03662420382165605,16.76305461424021,8
0.7000000000000001,1,1e-06,0.03547066848567531,16.703293088490067,8
0.7000000000000001,1,0.001,0.03547066848567531,16.673332000533065,8
0.7000000000000001,1,1.0,0.03547066848567531,16.64331697709324,8
0.7000000000000001,10,1e-06,0.03547066848567531,16.61324772583615,8
0.7000000000000001,10,0.001,0.034106412005457026,16.61324772583615,8
0.7000000000000001,10,1.0,0.03137789904502047,16.583123951777,8
0.7000000000000001,100,1e-06,0.03547066848567531,16.55294535724685,8
0.7000000000000001,100,0.001,0.030013642564802184,16.55294535724685,8
0.7000000000000001,100,1.0,0.03137789904502047,16.522711641858304,8
0.7000000000000001,500,1e-06,0.03547066848567531,16.492422502470642,8
0.7000000000000001,500,0.001,0.03137789904502047,16.46207763315433,8
0.7000000000000001,500,1.0,0.03137789904502047,16.431676725154983,8
0.7000000000000001,1000,1e-06,0.03547066848567531,16.431676725154983,8
0.7000000000000001,1000,0.001,0.03819918144611187,16.401219466856727,8
0.7000000000000001,1000,1.0,0.03137789904502047,16.3707055437449,8
0.7000000000000001,10000,1e-06,0.034106412005457026,16.401219466856727,8
0.7000000000000001,10000,0.001,0.040927694406548434,16.401219466856727,8
0.7000000000000001,10000,1.0,0.03137789904502047,16.3707055437449,8
0.8,1,1e-06,0.04181600955794504,16.34013463836819,8
0.8,1,0.001,0.04181600955794504,16.30950643030009,8
0.8,1,1.0,0.04181600955794504,16.278820596099706,8
0.8,10,1e-06,0.04181600955794504,16.24807680927192,8
0.8,10,0.001,0.04181600955794504,16.217274740226856,8
0.8,10,1.0,0.04062126642771804,16.217274740226856,8
0.8,100,1e-06,0.04181600955794504,16.186414056238647,8
0.8,100,0.001,0.043010752688172046,16.186414056238647,8
0.8,100,1.0,0.03942652329749104,16.15549442140351,8
0.8,500,1e-06,0.04181600955794504,16.1245154965971,8
0.8,500,0.001,0.04181600955794504,16.1245154965971,7
0.8,500,1.0,0.03942652329749104,16.09347693943108,7
0.8,1000,1e-06,0.04181600955794504,16.09347693943108,7
0.8,1000,0.001,0.04181600955794504,16.06237840420901,7
0.8,1000,1.0,0.03942652329749104,16.0312195418814,7
0.8,10000,1e-06,0.04181600955794504,16.0312195418814,7
0.8,10000,0.001,0.043010752688172046,16.0312195418814,7
0.8,10000,1.0,0.04062126642771804,16.0312195418814,7
0.9,1,1e-06,0.03821656050955414,16.0,7
0.9,1,0.001,0.03821656050955414,16.0,7
0.9,1,1.0,0.03821656050955414,15.968719422671311,7
0.9,10,1e-06,0.03821656050955414,15.937377450509228,7
0.9,10,0.001,0.03821656050955414,15.905973720586866,7
0.9,10,1.0,0.037154989384288746,15.905973720586866,7
0.9,100,1e-06,0.03821656050955414,15.874507866387544,7
0.9,100,0.001,0.041401273885350316,15.84297951775486,7
0.9,100,1.0,0.03503184713375796,15.84297951775486,7
0.9,500,1e-06,0.03821656050955414,15.811388300841896,7
0.9,500,0.001,0.04246284501061571,15.811388300841896,7
0.9,500,1.0,0.036093418259023353,15.811388300841896,7
0.9,1000,1e-06,0.03821656050955414,15.7797338380595,7
0.9,1000,0.001,0.04246284501061571,15.7797338380595,7
0.9,1000,1.0,0.036093418259023353,15.7797338380595,7
0.9,10000,1e-06,0.03821656050955414,15.748015748023622,7
0.9,10000,0.001,0.03927813163481953,15.7797338380595,7
0.9,10000,1.0,0.03927813163481953,15.7797338380595,7
