Test Size,Solver,Alpha,Hidden Layer Size,Score
0.7000000000000001,adam,0.001,"( 7.0,1.0)",0.504907306434024
0.7000000000000001,adam,0.001,"( 7.0,2.0)",0.6095965103598692
0.7000000000000001,adam,0.001,"( 7.0,3.0)",0.7284623773173392
0.7000000000000001,adam,0.001,"( 7.0,4.0)",0.7044711014176663
0.7000000000000001,adam,0.001,"( 7.0,5.0)",0.6641221374045801
0.7000000000000001,adam,0.001,"( 8.0,1.0)",0.6095965103598692
0.7000000000000001,adam,0.001,"( 8.0,2.0)",0.3893129770992366
0.7000000000000001,adam,0.001,"( 8.0,3.0)",0.3893129770992366
0.7000000000000001,adam,0.001,"( 8.0,4.0)",0.3925845147219193
0.7000000000000001,adam,0.001,"( 8.0,5.0)",0.7404580152671756
0.7000000000000001,adam,0.001,"( 9.0,1.0)",0.6095965103598692
0.7000000000000001,adam,0.001,"( 9.0,2.0)",0.6815703380588877
0.7000000000000001,adam,0.001,"( 9.0,3.0)",0.648854961832061
0.7000000000000001,adam,0.001,"( 9.0,4.0)",0.6455834242093784
0.7000000000000001,adam,0.001,"( 9.0,5.0)",0.6815703380588877
0.7000000000000001,adam,0.001,"( 10.0,1.0)",0.6095965103598692
0.7000000000000001,adam,0.001,"( 10.0,2.0)",0.6226826608505998
0.7000000000000001,adam,0.001,"( 10.0,3.0)",0.7219193020719739
0.7000000000000001,adam,0.001,"( 10.0,4.0)",0.6695747001090513
0.7000000000000001,adam,0.001,"( 10.0,5.0)",0.6564885496183206
0.8,lbfgs,1e-09,"( 6.0,1.0)",0.5248091603053435
0.8,lbfgs,1e-09,"( 6.0,2.0)",0.6135496183206107
0.8,lbfgs,1e-09,"( 6.0,3.0)",0.6135496183206107
0.8,lbfgs,1e-09,"( 6.0,4.0)",0.7700381679389313
0.8,lbfgs,1e-09,"( 6.0,5.0)",0.6412213740458015
0.8,lbfgs,1e-09,"( 7.0,1.0)",0.6135496183206107
0.8,lbfgs,1e-09,"( 7.0,2.0)",0.6135496183206107
0.8,lbfgs,1e-09,"( 7.0,3.0)",0.726145038167939
0.8,lbfgs,1e-09,"( 7.0,4.0)",0.6698473282442748
0.8,lbfgs,1e-09,"( 7.0,5.0)",0.7948473282442748
0.8,lbfgs,1e-09,"( 8.0,1.0)",0.6135496183206107
0.8,lbfgs,1e-09,"( 8.0,2.0)",0.38549618320610685
0.8,lbfgs,1e-09,"( 8.0,3.0)",0.6135496183206107
0.8,lbfgs,1e-09,"( 8.0,4.0)",0.6440839694656488
0.8,lbfgs,1e-09,"( 8.0,5.0)",0.6135496183206107
0.8,lbfgs,1e-09,"( 9.0,1.0)",0.6135496183206107
0.8,lbfgs,1e-09,"( 9.0,2.0)",0.726145038167939
0.8,lbfgs,1e-09,"( 9.0,3.0)",0.6450381679389313
0.8,lbfgs,1e-09,"( 9.0,4.0)",0.6135496183206107
0.8,lbfgs,1e-09,"( 9.0,5.0)",0.6135496183206107
0.8,lbfgs,1e-09,"( 10.0,1.0)",0.6135496183206107
0.8,lbfgs,1e-09,"( 10.0,2.0)",0.6135496183206107
0.8,lbfgs,1e-09,"( 10.0,3.0)",0.6135496183206107
0.8,lbfgs,1e-09,"( 10.0,4.0)",0.6059160305343512
0.8,lbfgs,1e-09,"( 10.0,5.0)",0.6211832061068703
0.8,lbfgs,1e-06,"( 6.0,1.0)",0.5248091603053435
0.8,lbfgs,1e-06,"( 6.0,2.0)",0.6135496183206107
0.8,lbfgs,1e-06,"( 6.0,3.0)",0.6135496183206107
0.8,lbfgs,1e-06,"( 6.0,4.0)",0.7814885496183206
0.8,lbfgs,1e-06,"( 6.0,5.0)",0.6412213740458015
0.8,lbfgs,1e-06,"( 7.0,1.0)",0.6135496183206107
0.8,lbfgs,1e-06,"( 7.0,2.0)",0.6135496183206107
0.8,lbfgs,1e-06,"( 7.0,3.0)",0.7223282442748091
0.8,lbfgs,1e-06,"( 7.0,4.0)",0.6679389312977099
0.8,lbfgs,1e-06,"( 7.0,5.0)",0.7166030534351145
0.8,lbfgs,1e-06,"( 8.0,1.0)",0.6135496183206107
0.8,lbfgs,1e-06,"( 8.0,2.0)",0.38549618320610685
0.8,lbfgs,1e-06,"( 8.0,3.0)",0.6135496183206107
0.8,lbfgs,1e-06,"( 8.0,4.0)",0.6412213740458015
0.8,lbfgs,1e-06,"( 8.0,5.0)",0.6135496183206107
0.8,lbfgs,1e-06,"( 9.0,1.0)",0.6135496183206107
0.8,lbfgs,1e-06,"( 9.0,2.0)",0.7242366412213741
0.8,lbfgs,1e-06,"( 9.0,3.0)",0.6450381679389313
0.8,lbfgs,1e-06,"( 9.0,4.0)",0.6135496183206107
0.8,lbfgs,1e-06,"( 9.0,5.0)",0.6135496183206107
0.8,lbfgs,1e-06,"( 10.0,1.0)",0.6135496183206107
0.8,lbfgs,1e-06,"( 10.0,2.0)",0.6135496183206107
0.8,lbfgs,1e-06,"( 10.0,3.0)",0.6135496183206107
0.8,lbfgs,1e-06,"( 10.0,4.0)",0.6059160305343512
0.8,lbfgs,1e-06,"( 10.0,5.0)",0.6211832061068703
0.8,lbfgs,0.001,"( 6.0,1.0)",0.5248091603053435
0.8,lbfgs,0.001,"( 6.0,2.0)",0.6135496183206107
0.8,lbfgs,0.001,"( 6.0,3.0)",0.6135496183206107
0.8,lbfgs,0.001,"( 6.0,4.0)",0.7805343511450382
0.8,lbfgs,0.001,"( 6.0,5.0)",0.6412213740458015
0.8,lbfgs,0.001,"( 7.0,1.0)",0.6135496183206107
0.8,lbfgs,0.001,"( 7.0,2.0)",0.6135496183206107
0.8,lbfgs,0.001,"( 7.0,3.0)",0.6631679389312977
0.8,lbfgs,0.001,"( 7.0,4.0)",0.674618320610687
0.8,lbfgs,0.001,"( 7.0,5.0)",0.6975190839694656
0.8,lbfgs,0.001,"( 8.0,1.0)",0.6135496183206107
0.8,lbfgs,0.001,"( 8.0,2.0)",0.38549618320610685
0.8,lbfgs,0.001,"( 8.0,3.0)",0.6135496183206107
0.8,lbfgs,0.001,"( 8.0,4.0)",0.6536259541984732
0.8,lbfgs,0.001,"( 8.0,5.0)",0.6135496183206107
0.8,lbfgs,0.001,"( 9.0,1.0)",0.6135496183206107
0.8,lbfgs,0.001,"( 9.0,2.0)",0.6994274809160306
0.8,lbfgs,0.001,"( 9.0,3.0)",0.6450381679389313
0.8,lbfgs,0.001,"( 9.0,4.0)",0.6135496183206107
0.8,lbfgs,0.001,"( 9.0,5.0)",0.6135496183206107
0.8,lbfgs,0.001,"( 10.0,1.0)",0.6135496183206107
0.8,lbfgs,0.001,"( 10.0,2.0)",0.6135496183206107
0.8,lbfgs,0.001,"( 10.0,3.0)",0.6135496183206107
0.8,lbfgs,0.001,"( 10.0,4.0)",0.6059160305343512
0.8,lbfgs,0.001,"( 10.0,5.0)",0.6211832061068703
0.8,sgd,1e-09,"( 6.0,1.0)",0.6135496183206107
0.8,sgd,1e-09,"( 6.0,2.0)",0.6135496183206107
0.8,sgd,1e-09,"( 6.0,3.0)",0.6498091603053435
0.8,sgd,1e-09,"( 6.0,4.0)",0.6765267175572519
0.8,sgd,1e-09,"( 6.0,5.0)",0.6650763358778626
0.8,sgd,1e-09,"( 7.0,1.0)",0.38549618320610685
0.8,sgd,1e-09,"( 7.0,2.0)",0.6135496183206107
0.8,sgd,1e-09,"( 7.0,3.0)",0.6431297709923665
0.8,sgd,1e-09,"( 7.0,4.0)",0.6822519083969466
0.8,sgd,1e-09,"( 7.0,5.0)",0.6631679389312977
0.8,sgd,1e-09,"( 8.0,1.0)",0.6135496183206107
0.8,sgd,1e-09,"( 8.0,2.0)",0.38549618320610685
0.8,sgd,1e-09,"( 8.0,3.0)",0.6135496183206107
0.8,sgd,1e-09,"( 8.0,4.0)",0.6650763358778626
0.8,sgd,1e-09,"( 8.0,5.0)",0.6717557251908397
0.8,sgd,1e-09,"( 9.0,1.0)",0.6135496183206107
0.8,sgd,1e-09,"( 9.0,2.0)",0.6545801526717557
0.8,sgd,1e-09,"( 9.0,3.0)",0.6574427480916031
0.8,sgd,1e-09,"( 9.0,4.0)",0.6612595419847328
0.8,sgd,1e-09,"( 9.0,5.0)",0.6240458015267175
0.8,sgd,1e-09,"( 10.0,1.0)",0.6135496183206107
0.8,sgd,1e-09,"( 10.0,2.0)",0.6135496183206107
0.8,sgd,1e-09,"( 10.0,3.0)",0.6784351145038168
0.8,sgd,1e-09,"( 10.0,4.0)",0.6631679389312977
0.8,sgd,1e-09,"( 10.0,5.0)",0.6269083969465649
0.8,sgd,1e-06,"( 6.0,1.0)",0.6135496183206107
0.8,sgd,1e-06,"( 6.0,2.0)",0.6135496183206107
0.8,sgd,1e-06,"( 6.0,3.0)",0.6498091603053435
0.8,sgd,1e-06,"( 6.0,4.0)",0.6765267175572519
0.8,sgd,1e-06,"( 6.0,5.0)",0.6650763358778626
0.8,sgd,1e-06,"( 7.0,1.0)",0.38549618320610685
0.8,sgd,1e-06,"( 7.0,2.0)",0.6135496183206107
0.8,sgd,1e-06,"( 7.0,3.0)",0.6431297709923665
0.8,sgd,1e-06,"( 7.0,4.0)",0.6822519083969466
0.8,sgd,1e-06,"( 7.0,5.0)",0.6631679389312977
0.8,sgd,1e-06,"( 8.0,1.0)",0.6135496183206107
0.8,sgd,1e-06,"( 8.0,2.0)",0.38549618320610685
0.8,sgd,1e-06,"( 8.0,3.0)",0.6135496183206107
0.8,sgd,1e-06,"( 8.0,4.0)",0.6650763358778626
0.8,sgd,1e-06,"( 8.0,5.0)",0.6717557251908397
0.8,sgd,1e-06,"( 9.0,1.0)",0.6135496183206107
0.8,sgd,1e-06,"( 9.0,2.0)",0.6545801526717557
0.8,sgd,1e-06,"( 9.0,3.0)",0.6574427480916031
0.8,sgd,1e-06,"( 9.0,4.0)",0.6612595419847328
0.8,sgd,1e-06,"( 9.0,5.0)",0.6240458015267175
0.8,sgd,1e-06,"( 10.0,1.0)",0.6135496183206107
0.8,sgd,1e-06,"( 10.0,2.0)",0.6135496183206107
0.8,sgd,1e-06,"( 10.0,3.0)",0.6784351145038168
0.8,sgd,1e-06,"( 10.0,4.0)",0.6631679389312977
0.8,sgd,1e-06,"( 10.0,5.0)",0.6269083969465649
0.8,sgd,0.001,"( 6.0,1.0)",0.6135496183206107
0.8,sgd,0.001,"( 6.0,2.0)",0.6135496183206107
0.8,sgd,0.001,"( 6.0,3.0)",0.6498091603053435
0.8,sgd,0.001,"( 6.0,4.0)",0.6765267175572519
0.8,sgd,0.001,"( 6.0,5.0)",0.6650763358778626
0.8,sgd,0.001,"( 7.0,1.0)",0.38549618320610685
0.8,sgd,0.001,"( 7.0,2.0)",0.6135496183206107
0.8,sgd,0.001,"( 7.0,3.0)",0.6431297709923665
0.8,sgd,0.001,"( 7.0,4.0)",0.6822519083969466
0.8,sgd,0.001,"( 7.0,5.0)",0.6631679389312977
0.8,sgd,0.001,"( 8.0,1.0)",0.6135496183206107
0.8,sgd,0.001,"( 8.0,2.0)",0.38549618320610685
0.8,sgd,0.001,"( 8.0,3.0)",0.6135496183206107
0.8,sgd,0.001,"( 8.0,4.0)",0.6650763358778626
0.8,sgd,0.001,"( 8.0,5.0)",0.6717557251908397
0.8,sgd,0.001,"( 9.0,1.0)",0.6135496183206107
0.8,sgd,0.001,"( 9.0,2.0)",0.6545801526717557
0.8,sgd,0.001,"( 9.0,3.0)",0.6574427480916031
0.8,sgd,0.001,"( 9.0,4.0)",0.6612595419847328
0.8,sgd,0.001,"( 9.0,5.0)",0.6240458015267175
0.8,sgd,0.001,"( 10.0,1.0)",0.6135496183206107
0.8,sgd,0.001,"( 10.0,2.0)",0.6135496183206107
0.8,sgd,0.001,"( 10.0,3.0)",0.6784351145038168
0.8,sgd,0.001,"( 10.0,4.0)",0.6631679389312977
0.8,sgd,0.001,"( 10.0,5.0)",0.6269083969465649
0.8,adam,1e-09,"( 6.0,1.0)",0.44083969465648853
0.8,adam,1e-09,"( 6.0,2.0)",0.6374045801526718
0.8,adam,1e-09,"( 6.0,3.0)",0.6498091603053435
0.8,adam,1e-09,"( 6.0,4.0)",0.6612595419847328
0.8,adam,1e-09,"( 6.0,5.0)",0.6479007633587787
0.8,adam,1e-09,"( 7.0,1.0)",0.5076335877862596
0.8,adam,1e-09,"( 7.0,2.0)",0.6135496183206107
0.8,adam,1e-09,"( 7.0,3.0)",0.6650763358778626
0.8,adam,1e-09,"( 7.0,4.0)",0.7032442748091603
0.8,adam,1e-09,"( 7.0,5.0)",0.6736641221374046
0.8,adam,1e-09,"( 8.0,1.0)",0.6135496183206107
0.8,adam,1e-09,"( 8.0,2.0)",0.38549618320610685
0.8,adam,1e-09,"( 8.0,3.0)",0.38549618320610685
0.8,adam,1e-09,"( 8.0,4.0)",0.3654580152671756
0.8,adam,1e-09,"( 8.0,5.0)",0.7385496183206107
0.8,adam,1e-09,"( 9.0,1.0)",0.6135496183206107
0.8,adam,1e-09,"( 9.0,2.0)",0.6708015267175572
0.8,adam,1e-09,"( 9.0,3.0)",0.6545801526717557
0.8,adam,1e-09,"( 9.0,4.0)",0.6479007633587787
0.8,adam,1e-09,"( 9.0,5.0)",0.6841603053435115
0.8,adam,1e-09,"( 10.0,1.0)",0.6135496183206107
0.8,adam,1e-09,"( 10.0,2.0)",0.6345419847328244
0.8,adam,1e-09,"( 10.0,3.0)",0.6937022900763359
0.8,adam,1e-09,"( 10.0,4.0)",0.6736641221374046
0.8,adam,1e-09,"( 10.0,5.0)",0.6469465648854962
0.8,adam,1e-06,"( 6.0,1.0)",0.44083969465648853
0.8,adam,1e-06,"( 6.0,2.0)",0.6374045801526718
0.8,adam,1e-06,"( 6.0,3.0)",0.6498091603053435
0.8,adam,1e-06,"( 6.0,4.0)",0.6612595419847328
0.8,adam,1e-06,"( 6.0,5.0)",0.6479007633587787
0.8,adam,1e-06,"( 7.0,1.0)",0.5076335877862596
0.8,adam,1e-06,"( 7.0,2.0)",0.6135496183206107
0.8,adam,1e-06,"( 7.0,3.0)",0.6679389312977099
0.8,adam,1e-06,"( 7.0,4.0)",0.7032442748091603
0.8,adam,1e-06,"( 7.0,5.0)",0.6736641221374046
0.8,adam,1e-06,"( 8.0,1.0)",0.6135496183206107
0.8,adam,1e-06,"( 8.0,2.0)",0.38549618320610685
0.8,adam,1e-06,"( 8.0,3.0)",0.38549618320610685
0.8,adam,1e-06,"( 8.0,4.0)",0.3654580152671756
0.8,adam,1e-06,"( 8.0,5.0)",0.7385496183206107
0.8,adam,1e-06,"( 9.0,1.0)",0.6135496183206107
0.8,adam,1e-06,"( 9.0,2.0)",0.6708015267175572
0.8,adam,1e-06,"( 9.0,3.0)",0.6545801526717557
0.8,adam,1e-06,"( 9.0,4.0)",0.6479007633587787
0.8,adam,1e-06,"( 9.0,5.0)",0.6841603053435115
0.8,adam,1e-06,"( 10.0,1.0)",0.6135496183206107
0.8,adam,1e-06,"( 10.0,2.0)",0.6345419847328244
0.8,adam,1e-06,"( 10.0,3.0)",0.6937022900763359
0.8,adam,1e-06,"( 10.0,4.0)",0.6736641221374046
0.8,adam,1e-06,"( 10.0,5.0)",0.6469465648854962
0.8,adam,0.001,"( 6.0,1.0)",0.44083969465648853
0.8,adam,0.001,"( 6.0,2.0)",0.6374045801526718
0.8,adam,0.001,"( 6.0,3.0)",0.6498091603053435
0.8,adam,0.001,"( 6.0,4.0)",0.6612595419847328
0.8,adam,0.001,"( 6.0,5.0)",0.6479007633587787
0.8,adam,0.001,"( 7.0,1.0)",0.5076335877862596
0.8,adam,0.001,"( 7.0,2.0)",0.6135496183206107
0.8,adam,0.001,"( 7.0,3.0)",0.6650763358778626
0.8,adam,0.001,"( 7.0,4.0)",0.7032442748091603
0.8,adam,0.001,"( 7.0,5.0)",0.6736641221374046
0.8,adam,0.001,"( 8.0,1.0)",0.6135496183206107
0.8,adam,0.001,"( 8.0,2.0)",0.38549618320610685
0.8,adam,0.001,"( 8.0,3.0)",0.38549618320610685
0.8,adam,0.001,"( 8.0,4.0)",0.3654580152671756
0.8,adam,0.001,"( 8.0,5.0)",0.7423664122137404
0.8,adam,0.001,"( 9.0,1.0)",0.6135496183206107
0.8,adam,0.001,"( 9.0,2.0)",0.6708015267175572
0.8,adam,0.001,"( 9.0,3.0)",0.6545801526717557
0.8,adam,0.001,"( 9.0,4.0)",0.6479007633587787
0.8,adam,0.001,"( 9.0,5.0)",0.6841603053435115
0.8,adam,0.001,"( 10.0,1.0)",0.6135496183206107
0.8,adam,0.001,"( 10.0,2.0)",0.6345419847328244
0.8,adam,0.001,"( 10.0,3.0)",0.6937022900763359
0.8,adam,0.001,"( 10.0,4.0)",0.6736641221374046
0.8,adam,0.001,"( 10.0,5.0)",0.6469465648854962
0.9,lbfgs,1e-09,"( 6.0,1.0)",0.5487701441899915
0.9,lbfgs,1e-09,"( 6.0,2.0)",0.7675996607294318
0.9,lbfgs,1e-09,"( 6.0,3.0)",0.6157760814249363
0.9,lbfgs,1e-09,"( 6.0,4.0)",0.7082273112807463
0.9,lbfgs,1e-09,"( 6.0,5.0)",0.6437659033078881
0.9,lbfgs,1e-09,"( 7.0,1.0)",0.6157760814249363
0.9,lbfgs,1e-09,"( 7.0,2.0)",0.6157760814249363
0.9,lbfgs,1e-09,"( 7.0,3.0)",0.6590330788804071
0.9,lbfgs,1e-09,"( 7.0,4.0)",0.7234944868532655
0.9,lbfgs,1e-09,"( 7.0,5.0)",0.7167090754877015
0.9,lbfgs,1e-09,"( 8.0,1.0)",0.6157760814249363
0.9,lbfgs,1e-09,"( 8.0,2.0)",0.7692960135708228
0.9,lbfgs,1e-09,"( 8.0,3.0)",0.6157760814249363
0.9,lbfgs,1e-09,"( 8.0,4.0)",0.7955894826123834
0.9,lbfgs,1e-09,"( 8.0,5.0)",0.7523324851569126
0.9,lbfgs,1e-09,"( 9.0,1.0)",0.6157760814249363
0.9,lbfgs,1e-09,"( 9.0,2.0)",0.7820186598812553
0.9,lbfgs,1e-09,"( 9.0,3.0)",0.6810856658184903
0.9,lbfgs,1e-09,"( 9.0,4.0)",0.6157760814249363
0.9,lbfgs,1e-09,"( 9.0,5.0)",0.7480916030534351
0.9,lbfgs,1e-09,"( 10.0,1.0)",0.6157760814249363
0.9,lbfgs,1e-09,"( 10.0,2.0)",0.6157760814249363
0.9,lbfgs,1e-09,"( 10.0,3.0)",0.7608142493638677
0.9,lbfgs,1e-09,"( 10.0,4.0)",0.6632739609838847
0.9,lbfgs,1e-09,"( 10.0,5.0)",0.6344359626802375
0.9,lbfgs,1e-06,"( 6.0,1.0)",0.5487701441899915
0.9,lbfgs,1e-06,"( 6.0,2.0)",0.6157760814249363
0.9,lbfgs,1e-06,"( 6.0,3.0)",0.6157760814249363
0.9,lbfgs,1e-06,"( 6.0,4.0)",0.7082273112807463
0.9,lbfgs,1e-06,"( 6.0,5.0)",0.6437659033078881
0.9,lbfgs,1e-06,"( 7.0,1.0)",0.6157760814249363
0.9,lbfgs,1e-06,"( 7.0,2.0)",0.6157760814249363
0.9,lbfgs,1e-06,"( 7.0,3.0)",0.6590330788804071
0.9,lbfgs,1e-06,"( 7.0,4.0)",0.719253604749788
0.9,lbfgs,1e-06,"( 7.0,5.0)",0.7201017811704835
0.9,lbfgs,1e-06,"( 8.0,1.0)",0.6157760814249363
0.9,lbfgs,1e-06,"( 8.0,2.0)",0.7472434266327396
0.9,lbfgs,1e-06,"( 8.0,3.0)",0.6157760814249363
0.9,lbfgs,1e-06,"( 8.0,4.0)",0.7955894826123834
0.9,lbfgs,1e-06,"( 8.0,5.0)",0.734520780322307
0.9,lbfgs,1e-06,"( 9.0,1.0)",0.6157760814249363
0.9,lbfgs,1e-06,"( 9.0,2.0)",0.7659033078880407
0.9,lbfgs,1e-06,"( 9.0,3.0)",0.6810856658184903
0.9,lbfgs,1e-06,"( 9.0,4.0)",0.6157760814249363
0.9,lbfgs,1e-06,"( 9.0,5.0)",0.7557251908396947
0.9,lbfgs,1e-06,"( 10.0,1.0)",0.6157760814249363
0.9,lbfgs,1e-06,"( 10.0,2.0)",0.6157760814249363
0.9,lbfgs,1e-06,"( 10.0,3.0)",0.7667514843087362
0.9,lbfgs,1e-06,"( 10.0,4.0)",0.6632739609838847
0.9,lbfgs,1e-06,"( 10.0,5.0)",0.6344359626802375
0.9,lbfgs,0.001,"( 6.0,1.0)",0.5487701441899915
0.9,lbfgs,0.001,"( 6.0,2.0)",0.6157760814249363
0.9,lbfgs,0.001,"( 6.0,3.0)",0.6157760814249363
0.9,lbfgs,0.001,"( 6.0,4.0)",0.7455470737913485
0.9,lbfgs,0.001,"( 6.0,5.0)",0.6437659033078881
0.9,lbfgs,0.001,"( 7.0,1.0)",0.6157760814249363
0.9,lbfgs,0.001,"( 7.0,2.0)",0.6157760814249363
0.9,lbfgs,0.001,"( 7.0,3.0)",0.6734520780322307
0.9,lbfgs,0.001,"( 7.0,4.0)",0.7234944868532655
0.9,lbfgs,0.001,"( 7.0,5.0)",0.7005937234944869
0.9,lbfgs,0.001,"( 8.0,1.0)",0.6157760814249363
0.9,lbfgs,0.001,"( 8.0,2.0)",0.727735368956743
0.9,lbfgs,0.001,"( 8.0,3.0)",0.6157760814249363
0.9,lbfgs,0.001,"( 8.0,4.0)",0.7659033078880407
0.9,lbfgs,0.001,"( 8.0,5.0)",0.7285835453774385
0.9,lbfgs,0.001,"( 9.0,1.0)",0.6157760814249363
0.9,lbfgs,0.001,"( 9.0,2.0)",0.729431721798134
0.9,lbfgs,0.001,"( 9.0,3.0)",0.7472434266327396
0.9,lbfgs,0.001,"( 9.0,4.0)",0.6157760814249363
0.9,lbfgs,0.001,"( 9.0,5.0)",0.7608142493638677
0.9,lbfgs,0.001,"( 10.0,1.0)",0.6157760814249363
0.9,lbfgs,0.001,"( 10.0,2.0)",0.6157760814249363
0.9,lbfgs,0.001,"( 10.0,3.0)",0.7718405428329093
0.9,lbfgs,0.001,"( 10.0,4.0)",0.6632739609838847
0.9,lbfgs,0.001,"( 10.0,5.0)",0.6344359626802375
0.9,sgd,1e-09,"( 6.0,1.0)",0.6157760814249363
0.9,sgd,1e-09,"( 6.0,2.0)",0.6208651399491094
0.9,sgd,1e-09,"( 6.0,3.0)",0.6522476675148431
0.9,sgd,1e-09,"( 6.0,4.0)",0.6429177268871925
0.9,sgd,1e-09,"( 6.0,5.0)",0.6022052586938084
0.9,sgd,1e-09,"( 7.0,1.0)",0.3833757421543681
0.9,sgd,1e-09,"( 7.0,2.0)",0.6157760814249363
0.9,sgd,1e-09,"( 7.0,3.0)",0.648854961832061
0.9,sgd,1e-09,"( 7.0,4.0)",0.6938083121289228
0.9,sgd,1e-09,"( 7.0,5.0)",0.6556403731976251
0.9,sgd,1e-09,"( 8.0,1.0)",0.6157760814249363
0.9,sgd,1e-09,"( 8.0,2.0)",0.3833757421543681
0.9,sgd,1e-09,"( 8.0,3.0)",0.3833757421543681
0.9,sgd,1e-09,"( 8.0,4.0)",0.6607294317217981
0.9,sgd,1e-09,"( 8.0,5.0)",0.6624257845631891
0.9,sgd,1e-09,"( 9.0,1.0)",0.6157760814249363
0.9,sgd,1e-09,"( 9.0,2.0)",0.6446140797285835
0.9,sgd,1e-09,"( 9.0,3.0)",0.6641221374045801
0.9,sgd,1e-09,"( 9.0,4.0)",0.6446140797285835
0.9,sgd,1e-09,"( 9.0,5.0)",0.6590330788804071
0.9,sgd,1e-09,"( 10.0,1.0)",0.6157760814249363
0.9,sgd,1e-09,"( 10.0,2.0)",0.6225614927905004
0.9,sgd,1e-09,"( 10.0,3.0)",0.6819338422391857
0.9,sgd,1e-09,"( 10.0,4.0)",0.6632739609838847
0.9,sgd,1e-09,"( 10.0,5.0)",0.6429177268871925
0.9,sgd,1e-06,"( 6.0,1.0)",0.6157760814249363
0.9,sgd,1e-06,"( 6.0,2.0)",0.6208651399491094
0.9,sgd,1e-06,"( 6.0,3.0)",0.6522476675148431
0.9,sgd,1e-06,"( 6.0,4.0)",0.6429177268871925
0.9,sgd,1e-06,"( 6.0,5.0)",0.6022052586938084
0.9,sgd,1e-06,"( 7.0,1.0)",0.3833757421543681
0.9,sgd,1e-06,"( 7.0,2.0)",0.6157760814249363
0.9,sgd,1e-06,"( 7.0,3.0)",0.648854961832061
0.9,sgd,1e-06,"( 7.0,4.0)",0.6938083121289228
0.9,sgd,1e-06,"( 7.0,5.0)",0.6556403731976251
0.9,sgd,1e-06,"( 8.0,1.0)",0.6157760814249363
0.9,sgd,1e-06,"( 8.0,2.0)",0.3833757421543681
0.9,sgd,1e-06,"( 8.0,3.0)",0.3833757421543681
0.9,sgd,1e-06,"( 8.0,4.0)",0.6607294317217981
0.9,sgd,1e-06,"( 8.0,5.0)",0.6624257845631891
0.9,sgd,1e-06,"( 9.0,1.0)",0.6157760814249363
0.9,sgd,1e-06,"( 9.0,2.0)",0.6446140797285835
0.9,sgd,1e-06,"( 9.0,3.0)",0.6641221374045801
0.9,sgd,1e-06,"( 9.0,4.0)",0.6446140797285835
0.9,sgd,1e-06,"( 9.0,5.0)",0.6590330788804071
0.9,sgd,1e-06,"( 10.0,1.0)",0.6157760814249363
0.9,sgd,1e-06,"( 10.0,2.0)",0.6225614927905004
0.9,sgd,1e-06,"( 10.0,3.0)",0.6819338422391857
0.9,sgd,1e-06,"( 10.0,4.0)",0.6632739609838847
0.9,sgd,1e-06,"( 10.0,5.0)",0.6429177268871925
0.9,sgd,0.001,"( 6.0,1.0)",0.6157760814249363
0.9,sgd,0.001,"( 6.0,2.0)",0.6208651399491094
0.9,sgd,0.001,"( 6.0,3.0)",0.6522476675148431
0.9,sgd,0.001,"( 6.0,4.0)",0.6429177268871925
0.9,sgd,0.001,"( 6.0,5.0)",0.6022052586938084
0.9,sgd,0.001,"( 7.0,1.0)",0.3833757421543681
0.9,sgd,0.001,"( 7.0,2.0)",0.6157760814249363
0.9,sgd,0.001,"( 7.0,3.0)",0.648854961832061
0.9,sgd,0.001,"( 7.0,4.0)",0.6938083121289228
0.9,sgd,0.001,"( 7.0,5.0)",0.6556403731976251
0.9,sgd,0.001,"( 8.0,1.0)",0.6157760814249363
0.9,sgd,0.001,"( 8.0,2.0)",0.3833757421543681
0.9,sgd,0.001,"( 8.0,3.0)",0.3833757421543681
0.9,sgd,0.001,"( 8.0,4.0)",0.6607294317217981
0.9,sgd,0.001,"( 8.0,5.0)",0.6624257845631891
0.9,sgd,0.001,"( 9.0,1.0)",0.6157760814249363
0.9,sgd,0.001,"( 9.0,2.0)",0.6446140797285835
0.9,sgd,0.001,"( 9.0,3.0)",0.6641221374045801
0.9,sgd,0.001,"( 9.0,4.0)",0.6446140797285835
0.9,sgd,0.001,"( 9.0,5.0)",0.6590330788804071
0.9,sgd,0.001,"( 10.0,1.0)",0.6157760814249363
0.9,sgd,0.001,"( 10.0,2.0)",0.6225614927905004
0.9,sgd,0.001,"( 10.0,3.0)",0.6819338422391857
0.9,sgd,0.001,"( 10.0,4.0)",0.6632739609838847
0.9,sgd,0.001,"( 10.0,5.0)",0.6429177268871925
0.9,adam,1e-09,"( 6.0,1.0)",0.3808312128922816
0.9,adam,1e-09,"( 6.0,2.0)",0.5928753180661578
0.9,adam,1e-09,"( 6.0,3.0)",0.6530958439355385
0.9,adam,1e-09,"( 6.0,4.0)",0.536047497879559
0.9,adam,1e-09,"( 6.0,5.0)",0.6225614927905004
0.9,adam,1e-09,"( 7.0,1.0)",0.5233248515691263
0.9,adam,1e-09,"( 7.0,2.0)",0.6157760814249363
0.9,adam,1e-09,"( 7.0,3.0)",0.3833757421543681
0.9,adam,1e-09,"( 7.0,4.0)",0.6938083121289228
0.9,adam,1e-09,"( 7.0,5.0)",0.5258693808312129
0.9,adam,1e-09,"( 8.0,1.0)",0.3833757421543681
0.9,adam,1e-09,"( 8.0,2.0)",0.3833757421543681
