Test Size,Solver,Alpha,Hidden Layer Size,Score
0.9,adam,1e-09,"( 8.0,3.0)",0.3833757421543681
0.9,adam,1e-09,"( 8.0,4.0)",0.3986429177268872
0.9,adam,1e-09,"( 8.0,5.0)",0.6870229007633588
0.9,adam,1e-09,"( 9.0,1.0)",0.6157760814249363
0.9,adam,1e-09,"( 9.0,2.0)",0.6395250212044106
0.9,adam,1e-09,"( 9.0,3.0)",0.648854961832061
0.9,adam,1e-09,"( 9.0,4.0)",0.6437659033078881
0.9,adam,1e-09,"( 9.0,5.0)",0.6573367260390162
0.9,adam,1e-09,"( 10.0,1.0)",0.6157760814249363
0.9,adam,1e-09,"( 10.0,2.0)",0.642069550466497
0.9,adam,1e-09,"( 10.0,3.0)",0.6641221374045801
0.9,adam,1e-09,"( 10.0,4.0)",0.6624257845631891
0.9,adam,1e-09,"( 10.0,5.0)",0.631891433418151
0.9,adam,1e-06,"( 6.0,1.0)",0.3808312128922816
0.9,adam,1e-06,"( 6.0,2.0)",0.5928753180661578
0.9,adam,1e-06,"( 6.0,3.0)",0.6530958439355385
0.9,adam,1e-06,"( 6.0,4.0)",0.536047497879559
0.9,adam,1e-06,"( 6.0,5.0)",0.6225614927905004
0.9,adam,1e-06,"( 7.0,1.0)",0.5233248515691263
0.9,adam,1e-06,"( 7.0,2.0)",0.6157760814249363
0.9,adam,1e-06,"( 7.0,3.0)",0.3833757421543681
0.9,adam,1e-06,"( 7.0,4.0)",0.6938083121289228
0.9,adam,1e-06,"( 7.0,5.0)",0.5258693808312129
0.9,adam,1e-06,"( 8.0,1.0)",0.3833757421543681
0.9,adam,1e-06,"( 8.0,2.0)",0.3833757421543681
0.9,adam,1e-06,"( 8.0,3.0)",0.3833757421543681
0.9,adam,1e-06,"( 8.0,4.0)",0.3986429177268872
0.9,adam,1e-06,"( 8.0,5.0)",0.6870229007633588
0.9,adam,1e-06,"( 9.0,1.0)",0.6157760814249363
0.9,adam,1e-06,"( 9.0,2.0)",0.6395250212044106
0.9,adam,1e-06,"( 9.0,3.0)",0.6497031382527566
0.9,adam,1e-06,"( 9.0,4.0)",0.6437659033078881
0.9,adam,1e-06,"( 9.0,5.0)",0.6573367260390162
0.9,adam,1e-06,"( 10.0,1.0)",0.6157760814249363
0.9,adam,1e-06,"( 10.0,2.0)",0.642069550466497
0.9,adam,1e-06,"( 10.0,3.0)",0.6641221374045801
0.9,adam,1e-06,"( 10.0,4.0)",0.6624257845631891
0.9,adam,1e-06,"( 10.0,5.0)",0.631891433418151
0.9,adam,0.001,"( 6.0,1.0)",0.3808312128922816
0.9,adam,0.001,"( 6.0,2.0)",0.5928753180661578
0.9,adam,0.001,"( 6.0,3.0)",0.6530958439355385
0.9,adam,0.001,"( 6.0,4.0)",0.536047497879559
0.9,adam,0.001,"( 6.0,5.0)",0.6225614927905004
0.9,adam,0.001,"( 7.0,1.0)",0.5233248515691263
0.9,adam,0.001,"( 7.0,2.0)",0.6157760814249363
0.9,adam,0.001,"( 7.0,3.0)",0.3833757421543681
0.9,adam,0.001,"( 7.0,4.0)",0.6938083121289228
0.9,adam,0.001,"( 7.0,5.0)",0.5258693808312129
0.9,adam,0.001,"( 8.0,1.0)",0.3833757421543681
0.9,adam,0.001,"( 8.0,2.0)",0.3833757421543681
0.9,adam,0.001,"( 8.0,3.0)",0.3833757421543681
0.9,adam,0.001,"( 8.0,4.0)",0.3994910941475827
0.9,adam,0.001,"( 8.0,5.0)",0.6870229007633588
0.9,adam,0.001,"( 9.0,1.0)",0.6157760814249363
0.9,adam,0.001,"( 9.0,2.0)",0.6395250212044106
0.9,adam,0.001,"( 9.0,3.0)",0.6505513146734521
0.9,adam,0.001,"( 9.0,4.0)",0.6437659033078881
0.9,adam,0.001,"( 9.0,5.0)",0.6573367260390162
0.9,adam,0.001,"( 10.0,1.0)",0.6157760814249363
0.9,adam,0.001,"( 10.0,2.0)",0.642069550466497
0.9,adam,0.001,"( 10.0,3.0)",0.6641221374045801
0.9,adam,0.001,"( 10.0,4.0)",0.6624257845631891
0.9,adam,0.001,"( 10.0,5.0)",0.631891433418151
