Test Size,C parameter,Kernel String,Degree Int,Gamma,Decision Shape,Score
0.5,1e-09,linear,1.0,auto,ovr,0.5923664122137404
0.5,1e-09,linear,2.0,scale,ovo,0.5923664122137404
0.5,1e-09,linear,2.0,scale,ovr,0.5923664122137404
0.5,1e-09,linear,2.0,auto,ovo,0.5923664122137404
0.5,1e-09,linear,2.0,auto,ovr,0.5923664122137404
0.5,1e-09,linear,3.0,scale,ovo,0.5923664122137404
0.5,1e-09,linear,3.0,scale,ovr,0.5923664122137404
0.5,1e-09,linear,3.0,auto,ovo,0.5923664122137404
0.5,1e-09,linear,3.0,auto,ovr,0.5923664122137404
0.5,1e-09,sigmoid,1.0,scale,ovo,0.5923664122137404
0.5,1e-09,sigmoid,1.0,scale,ovr,0.5923664122137404
0.5,1e-09,sigmoid,1.0,auto,ovo,0.5923664122137404
0.5,1e-09,sigmoid,1.0,auto,ovr,0.5923664122137404
0.5,1e-09,sigmoid,2.0,scale,ovo,0.5923664122137404
0.5,1e-09,sigmoid,2.0,scale,ovr,0.5923664122137404
0.5,1e-09,sigmoid,2.0,auto,ovo,0.5923664122137404
0.5,1e-09,sigmoid,2.0,auto,ovr,0.5923664122137404
0.5,1e-09,sigmoid,3.0,scale,ovo,0.5923664122137404
0.5,1e-09,sigmoid,3.0,scale,ovr,0.5923664122137404
0.5,1e-09,sigmoid,3.0,auto,ovo,0.5923664122137404
0.5,1e-09,sigmoid,3.0,auto,ovr,0.5923664122137404
0.5,1e-06,rbf,1.0,scale,ovo,0.5923664122137404
0.5,1e-06,rbf,1.0,scale,ovr,0.5923664122137404
0.5,1e-06,rbf,1.0,auto,ovo,0.5923664122137404
0.5,1e-06,rbf,1.0,auto,ovr,0.5923664122137404
0.5,1e-06,rbf,2.0,scale,ovo,0.5923664122137404
0.5,1e-06,rbf,2.0,scale,ovr,0.5923664122137404
0.5,1e-06,rbf,2.0,auto,ovo,0.5923664122137404
0.5,1e-06,rbf,2.0,auto,ovr,0.5923664122137404
0.5,1e-06,rbf,3.0,scale,ovo,0.5923664122137404
0.5,1e-06,rbf,3.0,scale,ovr,0.5923664122137404
0.5,1e-06,rbf,3.0,auto,ovo,0.5923664122137404
0.5,1e-06,rbf,3.0,auto,ovr,0.5923664122137404
0.5,1e-06,linear,1.0,scale,ovo,0.5923664122137404
0.5,1e-06,linear,1.0,scale,ovr,0.5923664122137404
0.5,1e-06,linear,1.0,auto,ovo,0.5923664122137404
0.5,1e-06,linear,1.0,auto,ovr,0.5923664122137404
0.5,1e-06,linear,2.0,scale,ovo,0.5923664122137404
0.5,1e-06,linear,2.0,scale,ovr,0.5923664122137404
0.5,1e-06,linear,2.0,auto,ovo,0.5923664122137404
0.5,1e-06,linear,2.0,auto,ovr,0.5923664122137404
0.5,1e-06,linear,3.0,scale,ovo,0.5923664122137404
0.5,1e-06,linear,3.0,scale,ovr,0.5923664122137404
0.5,1e-06,linear,3.0,auto,ovo,0.5923664122137404
0.5,1e-06,linear,3.0,auto,ovr,0.5923664122137404
0.5,1e-06,sigmoid,1.0,scale,ovo,0.5923664122137404
0.5,1e-06,sigmoid,1.0,scale,ovr,0.5923664122137404
0.5,1e-06,sigmoid,1.0,auto,ovo,0.5923664122137404
0.5,1e-06,sigmoid,1.0,auto,ovr,0.5923664122137404
0.5,1e-06,sigmoid,2.0,scale,ovo,0.5923664122137404
0.5,1e-06,sigmoid,2.0,scale,ovr,0.5923664122137404
0.5,1e-06,sigmoid,2.0,auto,ovo,0.5923664122137404
0.5,1e-06,sigmoid,2.0,auto,ovr,0.5923664122137404
0.5,1e-06,sigmoid,3.0,scale,ovo,0.5923664122137404
0.5,1e-06,sigmoid,3.0,scale,ovr,0.5923664122137404
0.5,1e-06,sigmoid,3.0,auto,ovo,0.5923664122137404
0.5,1e-06,sigmoid,3.0,auto,ovr,0.5923664122137404
0.5,0.001,rbf,1.0,scale,ovo,0.5923664122137404
0.5,0.001,rbf,1.0,scale,ovr,0.5923664122137404
0.5,0.001,rbf,1.0,auto,ovo,0.5923664122137404
0.5,0.001,rbf,1.0,auto,ovr,0.5923664122137404
0.5,0.001,rbf,2.0,scale,ovo,0.5923664122137404
0.5,0.001,rbf,2.0,scale,ovr,0.5923664122137404
0.5,0.001,rbf,2.0,auto,ovo,0.5923664122137404
0.5,0.001,rbf,2.0,auto,ovr,0.5923664122137404
0.5,0.001,rbf,3.0,scale,ovo,0.5923664122137404
0.5,0.001,rbf,3.0,scale,ovr,0.5923664122137404
0.5,0.001,rbf,3.0,auto,ovo,0.5923664122137404
0.5,0.001,rbf,3.0,auto,ovr,0.5923664122137404
0.5,0.001,linear,1.0,scale,ovo,0.5923664122137404
0.5,0.001,linear,1.0,scale,ovr,0.5923664122137404
0.5,0.001,linear,1.0,auto,ovo,0.5923664122137404
0.5,0.001,linear,1.0,auto,ovr,0.5923664122137404
0.5,0.001,linear,2.0,scale,ovo,0.5923664122137404
0.5,0.001,linear,2.0,scale,ovr,0.5923664122137404
0.5,0.001,linear,2.0,auto,ovo,0.5923664122137404
0.5,0.001,linear,2.0,auto,ovr,0.5923664122137404
0.5,0.001,linear,3.0,scale,ovo,0.5923664122137404
0.5,0.001,linear,3.0,scale,ovr,0.5923664122137404
0.5,0.001,linear,3.0,auto,ovo,0.5923664122137404
0.5,0.001,linear,3.0,auto,ovr,0.5923664122137404
0.5,0.001,sigmoid,1.0,scale,ovo,0.5923664122137404
0.5,0.001,sigmoid,1.0,scale,ovr,0.5923664122137404
0.5,0.001,sigmoid,1.0,auto,ovo,0.5923664122137404
0.5,0.001,sigmoid,1.0,auto,ovr,0.5923664122137404
0.5,0.001,sigmoid,2.0,scale,ovo,0.5923664122137404
0.5,0.001,sigmoid,2.0,scale,ovr,0.5923664122137404
0.5,0.001,sigmoid,2.0,auto,ovo,0.5923664122137404
0.5,0.001,sigmoid,2.0,auto,ovr,0.5923664122137404
0.5,0.001,sigmoid,3.0,scale,ovo,0.5923664122137404
0.5,0.001,sigmoid,3.0,scale,ovr,0.5923664122137404
0.5,0.001,sigmoid,3.0,auto,ovo,0.5923664122137404
0.5,0.001,sigmoid,3.0,auto,ovr,0.5923664122137404
0.5,1.0,rbf,1.0,scale,ovo,0.6061068702290077
0.5,1.0,rbf,1.0,scale,ovr,0.6061068702290077
0.5,1.0,rbf,1.0,auto,ovo,0.7648854961832061
0.5,1.0,rbf,1.0,auto,ovr,0.7648854961832061
0.5,1.0,rbf,2.0,scale,ovo,0.6061068702290077
0.5,1.0,rbf,2.0,scale,ovr,0.6061068702290077
0.5,1.0,rbf,2.0,auto,ovo,0.7648854961832061
0.5,1.0,rbf,2.0,auto,ovr,0.7648854961832061
0.5,1.0,rbf,3.0,scale,ovo,0.6061068702290077
0.5,1.0,rbf,3.0,scale,ovr,0.6061068702290077
0.5,1.0,rbf,3.0,auto,ovo,0.7648854961832061
0.5,1.0,rbf,3.0,auto,ovr,0.7648854961832061
0.5,1.0,linear,1.0,scale,ovo,0.7755725190839695
0.5,1.0,linear,1.0,scale,ovr,0.7755725190839695
0.5,1.0,linear,1.0,auto,ovo,0.7755725190839695
0.5,1.0,linear,1.0,auto,ovr,0.7755725190839695
0.5,1.0,linear,2.0,scale,ovo,0.7755725190839695
0.5,1.0,linear,2.0,scale,ovr,0.7755725190839695
0.5,1.0,linear,2.0,auto,ovo,0.7755725190839695
0.5,1.0,linear,2.0,auto,ovr,0.7755725190839695
0.5,1.0,linear,3.0,scale,ovo,0.7755725190839695
0.5,1.0,linear,3.0,scale,ovr,0.7755725190839695
0.5,1.0,linear,3.0,auto,ovo,0.7755725190839695
0.5,1.0,linear,3.0,auto,ovr,0.7755725190839695
0.5,1.0,sigmoid,1.0,scale,ovo,0.46259541984732827
0.5,1.0,sigmoid,1.0,scale,ovr,0.46259541984732827
0.5,1.0,sigmoid,1.0,auto,ovo,0.5923664122137404
0.5,1.0,sigmoid,1.0,auto,ovr,0.5923664122137404
0.5,1.0,sigmoid,2.0,scale,ovo,0.46259541984732827
0.5,1.0,sigmoid,2.0,scale,ovr,0.46259541984732827
0.5,1.0,sigmoid,2.0,auto,ovo,0.5923664122137404
0.5,1.0,sigmoid,2.0,auto,ovr,0.5923664122137404
0.5,1.0,sigmoid,3.0,scale,ovo,0.46259541984732827
0.5,1.0,sigmoid,3.0,scale,ovr,0.46259541984732827
0.5,1.0,sigmoid,3.0,auto,ovo,0.5923664122137404
0.5,1.0,sigmoid,3.0,auto,ovr,0.5923664122137404
0.5,10.0,rbf,1.0,scale,ovo,0.7709923664122137
0.5,10.0,rbf,1.0,scale,ovr,0.7709923664122137
0.5,10.0,rbf,1.0,auto,ovo,0.751145038167939
0.5,10.0,rbf,1.0,auto,ovr,0.751145038167939
0.5,10.0,rbf,2.0,scale,ovo,0.7709923664122137
0.5,10.0,rbf,2.0,scale,ovr,0.7709923664122137
0.5,10.0,rbf,2.0,auto,ovo,0.751145038167939
0.5,10.0,rbf,2.0,auto,ovr,0.751145038167939
0.5,10.0,rbf,3.0,scale,ovo,0.7709923664122137
0.5,10.0,rbf,3.0,scale,ovr,0.7709923664122137
0.5,10.0,rbf,3.0,auto,ovo,0.751145038167939
0.5,10.0,rbf,3.0,auto,ovr,0.751145038167939
0.5,10.0,linear,1.0,scale,ovo,0.7755725190839695
0.5,10.0,linear,1.0,scale,ovr,0.7755725190839695
0.5,10.0,linear,1.0,auto,ovo,0.7755725190839695
0.5,10.0,linear,1.0,auto,ovr,0.7755725190839695
0.5,10.0,linear,2.0,scale,ovo,0.7755725190839695
0.5,10.0,linear,2.0,scale,ovr,0.7755725190839695
0.5,10.0,linear,2.0,auto,ovo,0.7755725190839695
0.5,10.0,linear,2.0,auto,ovr,0.7755725190839695
0.5,10.0,linear,3.0,scale,ovo,0.7755725190839695
0.5,10.0,linear,3.0,scale,ovr,0.7755725190839695
0.5,10.0,linear,3.0,auto,ovo,0.7755725190839695
0.5,10.0,linear,3.0,auto,ovr,0.7755725190839695
0.5,10.0,sigmoid,1.0,scale,ovo,0.46259541984732827
0.5,10.0,sigmoid,1.0,scale,ovr,0.46259541984732827
0.5,10.0,sigmoid,1.0,auto,ovo,0.6076335877862595
0.5,10.0,sigmoid,1.0,auto,ovr,0.6076335877862595
0.5,10.0,sigmoid,2.0,scale,ovo,0.46259541984732827
0.5,10.0,sigmoid,2.0,scale,ovr,0.46259541984732827
0.5,10.0,sigmoid,2.0,auto,ovo,0.6076335877862595
0.5,10.0,sigmoid,2.0,auto,ovr,0.6076335877862595
0.5,10.0,sigmoid,3.0,scale,ovo,0.46259541984732827
0.5,10.0,sigmoid,3.0,scale,ovr,0.46259541984732827
0.5,10.0,sigmoid,3.0,auto,ovo,0.6076335877862595
0.5,10.0,sigmoid,3.0,auto,ovr,0.6076335877862595
0.5,100.0,rbf,1.0,scale,ovo,0.7770992366412214
0.5,100.0,rbf,1.0,scale,ovr,0.7770992366412214
0.5,100.0,rbf,1.0,auto,ovo,0.7450381679389313
0.5,100.0,rbf,1.0,auto,ovr,0.7450381679389313
0.5,100.0,rbf,2.0,scale,ovo,0.7770992366412214
0.5,100.0,rbf,2.0,scale,ovr,0.7770992366412214
0.5,100.0,rbf,2.0,auto,ovo,0.7450381679389313
0.5,100.0,rbf,2.0,auto,ovr,0.7450381679389313
0.5,100.0,rbf,3.0,scale,ovo,0.7770992366412214
0.5,100.0,rbf,3.0,scale,ovr,0.7770992366412214
0.5,100.0,rbf,3.0,auto,ovo,0.7450381679389313
0.5,100.0,rbf,3.0,auto,ovr,0.7450381679389313
0.5,100.0,linear,1.0,scale,ovo,0.7755725190839695
0.5,100.0,linear,1.0,scale,ovr,0.7755725190839695
0.5,100.0,linear,1.0,auto,ovo,0.7755725190839695
0.5,100.0,linear,1.0,auto,ovr,0.7755725190839695
0.5,100.0,linear,2.0,scale,ovo,0.7755725190839695
0.5,100.0,linear,2.0,scale,ovr,0.7755725190839695
0.5,100.0,linear,2.0,auto,ovo,0.7755725190839695
0.5,100.0,linear,2.0,auto,ovr,0.7755725190839695
0.5,100.0,linear,3.0,scale,ovo,0.7755725190839695
0.5,100.0,linear,3.0,scale,ovr,0.7755725190839695
0.5,100.0,linear,3.0,auto,ovo,0.7755725190839695
0.5,100.0,linear,3.0,auto,ovr,0.7755725190839695
0.5,100.0,sigmoid,1.0,scale,ovo,0.5725190839694656
0.5,100.0,sigmoid,1.0,scale,ovr,0.5725190839694656
0.5,100.0,sigmoid,1.0,auto,ovo,0.5984732824427481
0.5,100.0,sigmoid,1.0,auto,ovr,0.5984732824427481
0.5,100.0,sigmoid,2.0,scale,ovo,0.5725190839694656
0.5,100.0,sigmoid,2.0,scale,ovr,0.5725190839694656
0.5,100.0,sigmoid,2.0,auto,ovo,0.5984732824427481
0.5,100.0,sigmoid,2.0,auto,ovr,0.5984732824427481
0.5,100.0,sigmoid,3.0,scale,ovo,0.5725190839694656
0.5,100.0,sigmoid,3.0,scale,ovr,0.5725190839694656
0.5,100.0,sigmoid,3.0,auto,ovo,0.5984732824427481
0.5,100.0,sigmoid,3.0,auto,ovr,0.5984732824427481
0.6,1e-09,rbf,1.0,scale,ovo,0.6030534351145038
0.6,1e-09,rbf,1.0,scale,ovr,0.6030534351145038
0.6,1e-09,rbf,1.0,auto,ovo,0.6030534351145038
0.6,1e-09,rbf,1.0,auto,ovr,0.6030534351145038
0.6,1e-09,rbf,2.0,scale,ovo,0.6030534351145038
0.6,1e-09,rbf,2.0,scale,ovr,0.6030534351145038
0.6,1e-09,rbf,2.0,auto,ovo,0.6030534351145038
0.6,1e-09,rbf,2.0,auto,ovr,0.6030534351145038
0.6,1e-09,rbf,3.0,scale,ovo,0.6030534351145038
0.6,1e-09,rbf,3.0,scale,ovr,0.6030534351145038
0.6,1e-09,rbf,3.0,auto,ovo,0.6030534351145038
0.6,1e-09,rbf,3.0,auto,ovr,0.6030534351145038
0.6,1e-09,linear,1.0,scale,ovo,0.6030534351145038
0.6,1e-09,linear,1.0,scale,ovr,0.6030534351145038
0.6,1e-09,linear,1.0,auto,ovo,0.6030534351145038
0.6,1e-09,linear,1.0,auto,ovr,0.6030534351145038
0.6,1e-09,linear,2.0,scale,ovo,0.6030534351145038
0.6,1e-09,linear,2.0,scale,ovr,0.6030534351145038
0.6,1e-09,linear,2.0,auto,ovo,0.6030534351145038
0.6,1e-09,linear,2.0,auto,ovr,0.6030534351145038
0.6,1e-09,linear,3.0,scale,ovo,0.6030534351145038
0.6,1e-09,linear,3.0,scale,ovr,0.6030534351145038
0.6,1e-09,linear,3.0,auto,ovo,0.6030534351145038
0.6,1e-09,linear,3.0,auto,ovr,0.6030534351145038
0.6,1e-09,sigmoid,1.0,scale,ovo,0.6030534351145038
0.6,1e-09,sigmoid,1.0,scale,ovr,0.6030534351145038
0.6,1e-09,sigmoid,1.0,auto,ovo,0.6030534351145038
0.6,1e-09,sigmoid,1.0,auto,ovr,0.6030534351145038
0.6,1e-09,sigmoid,2.0,scale,ovo,0.6030534351145038
0.6,1e-09,sigmoid,2.0,scale,ovr,0.6030534351145038
0.6,1e-09,sigmoid,2.0,auto,ovo,0.6030534351145038
0.6,1e-09,sigmoid,2.0,auto,ovr,0.6030534351145038
0.6,1e-09,sigmoid,3.0,scale,ovo,0.6030534351145038
0.6,1e-09,sigmoid,3.0,scale,ovr,0.6030534351145038
0.6,1e-09,sigmoid,3.0,auto,ovo,0.6030534351145038
0.6,1e-09,sigmoid,3.0,auto,ovr,0.6030534351145038
0.6,1e-06,rbf,1.0,scale,ovo,0.6030534351145038
0.6,1e-06,rbf,1.0,scale,ovr,0.6030534351145038
0.6,1e-06,rbf,1.0,auto,ovo,0.6030534351145038
0.6,1e-06,rbf,1.0,auto,ovr,0.6030534351145038
0.6,1e-06,rbf,2.0,scale,ovo,0.6030534351145038
0.6,1e-06,rbf,2.0,scale,ovr,0.6030534351145038
0.6,1e-06,rbf,2.0,auto,ovo,0.6030534351145038
0.6,1e-06,rbf,2.0,auto,ovr,0.6030534351145038
0.6,1e-06,rbf,3.0,scale,ovo,0.6030534351145038
0.6,1e-06,rbf,3.0,scale,ovr,0.6030534351145038
0.6,1e-06,rbf,3.0,auto,ovo,0.6030534351145038
0.6,1e-06,rbf,3.0,auto,ovr,0.6030534351145038
0.6,1e-06,linear,1.0,scale,ovo,0.6030534351145038
0.6,1e-06,linear,1.0,scale,ovr,0.6030534351145038
0.6,1e-06,linear,1.0,auto,ovo,0.6030534351145038
0.6,1e-06,linear,1.0,auto,ovr,0.6030534351145038
0.6,1e-06,linear,2.0,scale,ovo,0.6030534351145038
0.6,1e-06,linear,2.0,scale,ovr,0.6030534351145038
0.6,1e-06,linear,2.0,auto,ovo,0.6030534351145038
0.6,1e-06,linear,2.0,auto,ovr,0.6030534351145038
0.6,1e-06,linear,3.0,scale,ovo,0.6030534351145038
0.6,1e-06,linear,3.0,scale,ovr,0.6030534351145038
0.6,1e-06,linear,3.0,auto,ovo,0.6030534351145038
0.6,1e-06,linear,3.0,auto,ovr,0.6030534351145038
0.6,1e-06,sigmoid,1.0,scale,ovo,0.6030534351145038
0.6,1e-06,sigmoid,1.0,scale,ovr,0.6030534351145038
0.6,1e-06,sigmoid,1.0,auto,ovo,0.6030534351145038
0.6,1e-06,sigmoid,1.0,auto,ovr,0.6030534351145038
0.6,1e-06,sigmoid,2.0,scale,ovo,0.6030534351145038
0.6,1e-06,sigmoid,2.0,scale,ovr,0.6030534351145038
0.6,1e-06,sigmoid,2.0,auto,ovo,0.6030534351145038
0.6,1e-06,sigmoid,2.0,auto,ovr,0.6030534351145038
0.6,1e-06,sigmoid,3.0,scale,ovo,0.6030534351145038
0.6,1e-06,sigmoid,3.0,scale,ovr,0.6030534351145038
0.6,1e-06,sigmoid,3.0,auto,ovo,0.6030534351145038
0.6,1e-06,sigmoid,3.0,auto,ovr,0.6030534351145038
0.6,0.001,rbf,1.0,scale,ovo,0.6030534351145038
0.6,0.001,rbf,1.0,scale,ovr,0.6030534351145038
0.6,0.001,rbf,1.0,auto,ovo,0.6030534351145038
0.6,0.001,rbf,1.0,auto,ovr,0.6030534351145038
0.6,0.001,rbf,2.0,scale,ovo,0.6030534351145038
0.6,0.001,rbf,2.0,scale,ovr,0.6030534351145038
0.6,0.001,rbf,2.0,auto,ovo,0.6030534351145038
0.6,0.001,rbf,2.0,auto,ovr,0.6030534351145038
0.6,0.001,rbf,3.0,scale,ovo,0.6030534351145038
0.6,0.001,rbf,3.0,scale,ovr,0.6030534351145038
0.6,0.001,rbf,3.0,auto,ovo,0.6030534351145038
0.6,0.001,rbf,3.0,auto,ovr,0.6030534351145038
0.6,0.001,linear,1.0,scale,ovo,0.6030534351145038
0.6,0.001,linear,1.0,scale,ovr,0.6030534351145038
0.6,0.001,linear,1.0,auto,ovo,0.6030534351145038
0.6,0.001,linear,1.0,auto,ovr,0.6030534351145038
0.6,0.001,linear,2.0,scale,ovo,0.6030534351145038
0.6,0.001,linear,2.0,scale,ovr,0.6030534351145038
0.6,0.001,linear,2.0,auto,ovo,0.6030534351145038
0.6,0.001,linear,2.0,auto,ovr,0.6030534351145038
0.6,0.001,linear,3.0,scale,ovo,0.6030534351145038
0.6,0.001,linear,3.0,scale,ovr,0.6030534351145038
0.6,0.001,linear,3.0,auto,ovo,0.6030534351145038
0.6,0.001,linear,3.0,auto,ovr,0.6030534351145038
0.6,0.001,sigmoid,1.0,scale,ovo,0.6030534351145038
0.6,0.001,sigmoid,1.0,scale,ovr,0.6030534351145038
0.6,0.001,sigmoid,1.0,auto,ovo,0.6030534351145038
0.6,0.001,sigmoid,1.0,auto,ovr,0.6030534351145038
0.6,0.001,sigmoid,2.0,scale,ovo,0.6030534351145038
0.6,0.001,sigmoid,2.0,scale,ovr,0.6030534351145038
0.6,0.001,sigmoid,2.0,auto,ovo,0.6030534351145038
0.6,0.001,sigmoid,2.0,auto,ovr,0.6030534351145038
0.6,0.001,sigmoid,3.0,scale,ovo,0.6030534351145038
0.6,0.001,sigmoid,3.0,scale,ovr,0.6030534351145038
0.6,0.001,sigmoid,3.0,auto,ovo,0.6030534351145038
0.6,0.001,sigmoid,3.0,auto,ovr,0.6030534351145038
0.6,1.0,rbf,1.0,scale,ovo,0.6157760814249363
0.6,1.0,rbf,1.0,scale,ovr,0.6157760814249363
0.6,1.0,rbf,1.0,auto,ovo,0.7659033078880407
0.6,1.0,rbf,1.0,auto,ovr,0.7659033078880407
0.6,1.0,rbf,2.0,scale,ovo,0.6157760814249363
0.6,1.0,rbf,2.0,scale,ovr,0.6157760814249363
0.6,1.0,rbf,2.0,auto,ovo,0.7659033078880407
0.6,1.0,rbf,2.0,auto,ovr,0.7659033078880407
0.6,1.0,rbf,3.0,scale,ovo,0.6157760814249363
0.6,1.0,rbf,3.0,scale,ovr,0.6157760814249363
0.6,1.0,rbf,3.0,auto,ovo,0.7659033078880407
0.6,1.0,rbf,3.0,auto,ovr,0.7659033078880407
0.6,1.0,linear,1.0,scale,ovo,0.7659033078880407
0.6,1.0,linear,1.0,scale,ovr,0.7659033078880407
0.6,1.0,linear,1.0,auto,ovo,0.7659033078880407
0.6,1.0,linear,1.0,auto,ovr,0.7659033078880407
0.6,1.0,linear,2.0,scale,ovo,0.7659033078880407
0.6,1.0,linear,2.0,scale,ovr,0.7659033078880407
0.6,1.0,linear,2.0,auto,ovo,0.7659033078880407
0.6,1.0,linear,2.0,auto,ovr,0.7659033078880407
0.6,1.0,linear,3.0,scale,ovo,0.7659033078880407
0.6,1.0,linear,3.0,scale,ovr,0.7659033078880407
0.6,1.0,linear,3.0,auto,ovo,0.7659033078880407
0.6,1.0,linear,3.0,auto,ovr,0.7659033078880407
0.6,1.0,sigmoid,1.0,scale,ovo,0.4618320610687023
0.6,1.0,sigmoid,1.0,scale,ovr,0.4618320610687023
0.6,1.0,sigmoid,1.0,auto,ovo,0.6030534351145038
0.6,1.0,sigmoid,1.0,auto,ovr,0.6030534351145038
0.6,1.0,sigmoid,2.0,scale,ovo,0.4618320610687023
0.6,1.0,sigmoid,2.0,scale,ovr,0.4618320610687023
0.6,1.0,sigmoid,2.0,auto,ovo,0.6030534351145038
0.6,1.0,sigmoid,2.0,auto,ovr,0.6030534351145038
0.6,1.0,sigmoid,3.0,scale,ovo,0.4618320610687023
0.6,1.0,sigmoid,3.0,scale,ovr,0.4618320610687023
0.6,1.0,sigmoid,3.0,auto,ovo,0.6030534351145038
0.6,1.0,sigmoid,3.0,auto,ovr,0.6030534351145038
0.6,10.0,rbf,1.0,scale,ovo,0.767175572519084
0.6,10.0,rbf,1.0,scale,ovr,0.767175572519084
0.6,10.0,rbf,1.0,auto,ovo,0.7417302798982188
0.6,10.0,rbf,1.0,auto,ovr,0.7417302798982188
0.6,10.0,rbf,2.0,scale,ovo,0.767175572519084
0.6,10.0,rbf,2.0,scale,ovr,0.767175572519084
0.6,10.0,rbf,2.0,auto,ovo,0.7417302798982188
0.6,10.0,rbf,2.0,auto,ovr,0.7417302798982188
0.6,10.0,rbf,3.0,scale,ovo,0.767175572519084
0.6,10.0,rbf,3.0,scale,ovr,0.767175572519084
0.6,10.0,rbf,3.0,auto,ovo,0.7417302798982188
0.6,10.0,rbf,3.0,auto,ovr,0.7417302798982188
0.6,10.0,linear,1.0,scale,ovo,0.7659033078880407
0.6,10.0,linear,1.0,scale,ovr,0.7659033078880407
0.6,10.0,linear,1.0,auto,ovo,0.7659033078880407
0.6,10.0,linear,1.0,auto,ovr,0.7659033078880407
0.6,10.0,linear,2.0,scale,ovo,0.7659033078880407
0.6,10.0,linear,2.0,scale,ovr,0.7659033078880407
0.6,10.0,linear,2.0,auto,ovo,0.7659033078880407
0.6,10.0,linear,2.0,auto,ovr,0.7659033078880407
0.6,10.0,linear,3.0,scale,ovo,0.7659033078880407
0.6,10.0,linear,3.0,scale,ovr,0.7659033078880407
0.6,10.0,linear,3.0,auto,ovo,0.7659033078880407
0.6,10.0,linear,3.0,auto,ovr,0.7659033078880407
0.6,10.0,sigmoid,1.0,scale,ovo,0.4618320610687023
0.6,10.0,sigmoid,1.0,scale,ovr,0.4618320610687023
0.6,10.0,sigmoid,1.0,auto,ovo,0.6195928753180662
0.6,10.0,sigmoid,1.0,auto,ovr,0.6195928753180662
0.6,10.0,sigmoid,2.0,scale,ovo,0.4618320610687023
0.6,10.0,sigmoid,2.0,scale,ovr,0.4618320610687023
0.6,10.0,sigmoid,2.0,auto,ovo,0.6195928753180662
0.6,10.0,sigmoid,2.0,auto,ovr,0.6195928753180662
0.6,10.0,sigmoid,3.0,scale,ovo,0.4618320610687023
0.6,10.0,sigmoid,3.0,scale,ovr,0.4618320610687023
0.6,10.0,sigmoid,3.0,auto,ovo,0.6195928753180662
0.6,10.0,sigmoid,3.0,auto,ovr,0.6195928753180662
0.6,100.0,rbf,1.0,scale,ovo,0.7709923664122137
0.6,100.0,rbf,1.0,scale,ovr,0.7709923664122137
0.6,100.0,rbf,1.0,auto,ovo,0.7366412213740458
0.6,100.0,rbf,1.0,auto,ovr,0.7366412213740458
0.6,100.0,rbf,2.0,scale,ovo,0.7709923664122137
0.6,100.0,rbf,2.0,scale,ovr,0.7709923664122137
0.6,100.0,rbf,2.0,auto,ovo,0.7366412213740458
0.6,100.0,rbf,2.0,auto,ovr,0.7366412213740458
0.6,100.0,rbf,3.0,scale,ovo,0.7709923664122137
0.6,100.0,rbf,3.0,scale,ovr,0.7709923664122137
0.6,100.0,rbf,3.0,auto,ovo,0.7366412213740458
0.6,100.0,rbf,3.0,auto,ovr,0.7366412213740458
0.6,100.0,linear,1.0,scale,ovo,0.7659033078880407
0.6,100.0,linear,1.0,scale,ovr,0.7659033078880407
0.6,100.0,linear,1.0,auto,ovo,0.7659033078880407
0.6,100.0,linear,1.0,auto,ovr,0.7659033078880407
0.6,100.0,linear,2.0,scale,ovo,0.7659033078880407
0.6,100.0,linear,2.0,scale,ovr,0.7659033078880407
0.6,100.0,linear,2.0,auto,ovo,0.7659033078880407
0.6,100.0,linear,2.0,auto,ovr,0.7659033078880407
0.6,100.0,linear,3.0,scale,ovo,0.7659033078880407
0.6,100.0,linear,3.0,scale,ovr,0.7659033078880407
0.6,100.0,linear,3.0,auto,ovo,0.7659033078880407
0.6,100.0,linear,3.0,auto,ovr,0.7659033078880407
0.6,100.0,sigmoid,1.0,scale,ovo,0.5776081424936387
0.6,100.0,sigmoid,1.0,scale,ovr,0.5776081424936387
0.6,100.0,sigmoid,1.0,auto,ovo,0.6094147582697201
0.6,100.0,sigmoid,1.0,auto,ovr,0.6094147582697201
0.6,100.0,sigmoid,2.0,scale,ovo,0.5776081424936387
0.6,100.0,sigmoid,2.0,scale,ovr,0.5776081424936387
0.6,100.0,sigmoid,2.0,auto,ovo,0.6094147582697201
0.6,100.0,sigmoid,2.0,auto,ovr,0.6094147582697201
0.6,100.0,sigmoid,3.0,scale,ovo,0.5776081424936387
0.6,100.0,sigmoid,3.0,scale,ovr,0.5776081424936387
0.6,100.0,sigmoid,3.0,auto,ovo,0.6094147582697201
0.6,100.0,sigmoid,3.0,auto,ovr,0.6094147582697201
0.7000000000000001,1e-09,rbf,1.0,scale,ovo,0.6095965103598692
0.7000000000000001,1e-09,rbf,1.0,scale,ovr,0.6095965103598692
0.7000000000000001,1e-09,rbf,1.0,auto,ovo,0.6095965103598692
0.7000000000000001,1e-09,rbf,1.0,auto,ovr,0.6095965103598692
0.7000000000000001,1e-09,rbf,2.0,scale,ovo,0.6095965103598692
0.7000000000000001,1e-09,rbf,2.0,scale,ovr,0.6095965103598692
0.7000000000000001,1e-09,rbf,2.0,auto,ovo,0.6095965103598692
0.7000000000000001,1e-09,rbf,2.0,auto,ovr,0.6095965103598692
0.7000000000000001,1e-09,rbf,3.0,scale,ovo,0.6095965103598692
