Test Size,C parameter,Kernel String,Degree Int,Gamma,Decision Shape,Score
0.30000000000000004,1e-06,rbf,3.0,scale,ovr,0.5674300254452926
0.30000000000000004,1e-06,rbf,3.0,auto,ovo,0.5674300254452926
0.30000000000000004,1e-06,rbf,3.0,auto,ovr,0.5674300254452926
0.30000000000000004,1e-06,linear,1.0,scale,ovo,0.5674300254452926
0.30000000000000004,1e-06,linear,1.0,scale,ovr,0.5674300254452926
0.30000000000000004,1e-06,linear,1.0,auto,ovo,0.5674300254452926
0.30000000000000004,1e-06,linear,1.0,auto,ovr,0.5674300254452926
0.30000000000000004,1e-06,linear,2.0,scale,ovo,0.5674300254452926
0.30000000000000004,1e-06,linear,2.0,scale,ovr,0.5674300254452926
0.30000000000000004,1e-06,linear,2.0,auto,ovo,0.5674300254452926
0.30000000000000004,1e-06,linear,2.0,auto,ovr,0.5674300254452926
0.30000000000000004,1e-06,linear,3.0,scale,ovo,0.5674300254452926
0.30000000000000004,1e-06,linear,3.0,scale,ovr,0.5674300254452926
0.30000000000000004,1e-06,linear,3.0,auto,ovo,0.5674300254452926
0.30000000000000004,1e-06,linear,3.0,auto,ovr,0.5674300254452926
0.30000000000000004,1e-06,sigmoid,1.0,scale,ovo,0.5674300254452926
0.30000000000000004,1e-06,sigmoid,1.0,scale,ovr,0.5674300254452926
0.30000000000000004,1e-06,sigmoid,1.0,auto,ovo,0.5674300254452926
0.30000000000000004,1e-06,sigmoid,1.0,auto,ovr,0.5674300254452926
0.30000000000000004,1e-06,sigmoid,2.0,scale,ovo,0.5674300254452926
0.30000000000000004,1e-06,sigmoid,2.0,scale,ovr,0.5674300254452926
0.30000000000000004,1e-06,sigmoid,2.0,auto,ovo,0.5674300254452926
0.30000000000000004,1e-06,sigmoid,2.0,auto,ovr,0.5674300254452926
0.30000000000000004,1e-06,sigmoid,3.0,scale,ovo,0.5674300254452926
0.30000000000000004,1e-06,sigmoid,3.0,scale,ovr,0.5674300254452926
0.30000000000000004,1e-06,sigmoid,3.0,auto,ovo,0.5674300254452926
0.30000000000000004,1e-06,sigmoid,3.0,auto,ovr,0.5674300254452926
0.30000000000000004,0.001,rbf,1.0,scale,ovo,0.5674300254452926
0.30000000000000004,0.001,rbf,1.0,scale,ovr,0.5674300254452926
0.30000000000000004,0.001,rbf,1.0,auto,ovo,0.5674300254452926
0.30000000000000004,0.001,rbf,1.0,auto,ovr,0.5674300254452926
0.30000000000000004,0.001,rbf,2.0,scale,ovo,0.5674300254452926
0.30000000000000004,0.001,rbf,2.0,scale,ovr,0.5674300254452926
0.30000000000000004,0.001,rbf,2.0,auto,ovo,0.5674300254452926
0.30000000000000004,0.001,rbf,2.0,auto,ovr,0.5674300254452926
0.30000000000000004,0.001,rbf,3.0,scale,ovo,0.5674300254452926
0.30000000000000004,0.001,rbf,3.0,scale,ovr,0.5674300254452926
0.30000000000000004,0.001,rbf,3.0,auto,ovo,0.5674300254452926
0.30000000000000004,0.001,rbf,3.0,auto,ovr,0.5674300254452926
0.30000000000000004,0.001,linear,1.0,scale,ovo,0.5674300254452926
0.30000000000000004,0.001,linear,1.0,scale,ovr,0.5674300254452926
0.30000000000000004,0.001,linear,1.0,auto,ovo,0.5674300254452926
0.30000000000000004,0.001,linear,1.0,auto,ovr,0.5674300254452926
0.30000000000000004,0.001,linear,2.0,scale,ovo,0.5674300254452926
0.30000000000000004,0.001,linear,2.0,scale,ovr,0.5674300254452926
0.30000000000000004,0.001,linear,2.0,auto,ovo,0.5674300254452926
0.30000000000000004,0.001,linear,2.0,auto,ovr,0.5674300254452926
0.30000000000000004,0.001,linear,3.0,scale,ovo,0.5674300254452926
0.30000000000000004,0.001,linear,3.0,scale,ovr,0.5674300254452926
0.30000000000000004,0.001,linear,3.0,auto,ovo,0.5674300254452926
0.30000000000000004,0.001,linear,3.0,auto,ovr,0.5674300254452926
0.30000000000000004,0.001,sigmoid,1.0,scale,ovo,0.5674300254452926
0.30000000000000004,0.001,sigmoid,1.0,scale,ovr,0.5674300254452926
0.30000000000000004,0.001,sigmoid,1.0,auto,ovo,0.5674300254452926
0.30000000000000004,0.001,sigmoid,1.0,auto,ovr,0.5674300254452926
0.30000000000000004,0.001,sigmoid,2.0,scale,ovo,0.5674300254452926
0.30000000000000004,0.001,sigmoid,2.0,scale,ovr,0.5674300254452926
0.30000000000000004,0.001,sigmoid,2.0,auto,ovo,0.5674300254452926
0.30000000000000004,0.001,sigmoid,2.0,auto,ovr,0.5674300254452926
0.30000000000000004,0.001,sigmoid,3.0,scale,ovo,0.5674300254452926
0.30000000000000004,0.001,sigmoid,3.0,scale,ovr,0.5674300254452926
0.30000000000000004,0.001,sigmoid,3.0,auto,ovo,0.5674300254452926
0.30000000000000004,0.001,sigmoid,3.0,auto,ovr,0.5674300254452926
0.30000000000000004,1.0,rbf,1.0,scale,ovo,0.5801526717557252
0.30000000000000004,1.0,rbf,1.0,scale,ovr,0.5801526717557252
0.30000000000000004,1.0,rbf,1.0,auto,ovo,0.7684478371501272
0.30000000000000004,1.0,rbf,1.0,auto,ovr,0.7684478371501272
0.30000000000000004,1.0,rbf,2.0,scale,ovo,0.5801526717557252
0.30000000000000004,1.0,rbf,2.0,scale,ovr,0.5801526717557252
0.30000000000000004,1.0,rbf,2.0,auto,ovo,0.7684478371501272
0.30000000000000004,1.0,rbf,2.0,auto,ovr,0.7684478371501272
0.30000000000000004,1.0,rbf,3.0,scale,ovo,0.5801526717557252
0.30000000000000004,1.0,rbf,3.0,scale,ovr,0.5801526717557252
0.30000000000000004,1.0,rbf,3.0,auto,ovo,0.7684478371501272
0.30000000000000004,1.0,rbf,3.0,auto,ovr,0.7684478371501272
0.30000000000000004,1.0,linear,1.0,scale,ovo,0.7608142493638677
0.30000000000000004,1.0,linear,1.0,scale,ovr,0.7608142493638677
0.30000000000000004,1.0,linear,1.0,auto,ovo,0.7608142493638677
0.30000000000000004,1.0,linear,1.0,auto,ovr,0.7608142493638677
0.30000000000000004,1.0,linear,2.0,scale,ovo,0.7608142493638677
0.30000000000000004,1.0,linear,2.0,scale,ovr,0.7608142493638677
0.30000000000000004,1.0,linear,2.0,auto,ovo,0.7608142493638677
0.30000000000000004,1.0,linear,2.0,auto,ovr,0.7608142493638677
0.30000000000000004,1.0,linear,3.0,scale,ovo,0.7608142493638677
0.30000000000000004,1.0,linear,3.0,scale,ovr,0.7608142493638677
0.30000000000000004,1.0,linear,3.0,auto,ovo,0.7608142493638677
0.30000000000000004,1.0,linear,3.0,auto,ovr,0.7608142493638677
0.30000000000000004,1.0,sigmoid,1.0,scale,ovo,0.47837150127226463
0.30000000000000004,1.0,sigmoid,1.0,scale,ovr,0.47837150127226463
0.30000000000000004,1.0,sigmoid,1.0,auto,ovo,0.5674300254452926
0.30000000000000004,1.0,sigmoid,1.0,auto,ovr,0.5674300254452926
0.30000000000000004,1.0,sigmoid,2.0,scale,ovo,0.47837150127226463
0.30000000000000004,1.0,sigmoid,2.0,scale,ovr,0.47837150127226463
0.30000000000000004,1.0,sigmoid,2.0,auto,ovo,0.5674300254452926
0.30000000000000004,1.0,sigmoid,2.0,auto,ovr,0.5674300254452926
0.30000000000000004,1.0,sigmoid,3.0,scale,ovo,0.47837150127226463
0.30000000000000004,1.0,sigmoid,3.0,scale,ovr,0.47837150127226463
0.30000000000000004,1.0,sigmoid,3.0,auto,ovo,0.5674300254452926
0.30000000000000004,1.0,sigmoid,3.0,auto,ovr,0.5674300254452926
0.30000000000000004,10.0,rbf,1.0,scale,ovo,0.7633587786259542
0.30000000000000004,10.0,rbf,1.0,scale,ovr,0.7633587786259542
0.30000000000000004,10.0,rbf,1.0,auto,ovo,0.7684478371501272
0.30000000000000004,10.0,rbf,1.0,auto,ovr,0.7684478371501272
0.30000000000000004,10.0,rbf,2.0,scale,ovo,0.7633587786259542
0.30000000000000004,10.0,rbf,2.0,scale,ovr,0.7633587786259542
0.30000000000000004,10.0,rbf,2.0,auto,ovo,0.7684478371501272
0.30000000000000004,10.0,rbf,2.0,auto,ovr,0.7684478371501272
0.30000000000000004,10.0,rbf,3.0,scale,ovo,0.7633587786259542
0.30000000000000004,10.0,rbf,3.0,scale,ovr,0.7633587786259542
0.30000000000000004,10.0,rbf,3.0,auto,ovo,0.7684478371501272
0.30000000000000004,10.0,rbf,3.0,auto,ovr,0.7684478371501272
0.30000000000000004,10.0,linear,1.0,scale,ovo,0.7608142493638677
0.30000000000000004,10.0,linear,1.0,scale,ovr,0.7608142493638677
0.30000000000000004,10.0,linear,1.0,auto,ovo,0.7608142493638677
0.30000000000000004,10.0,linear,1.0,auto,ovr,0.7608142493638677
0.30000000000000004,10.0,linear,2.0,scale,ovo,0.7608142493638677
0.30000000000000004,10.0,linear,2.0,scale,ovr,0.7608142493638677
0.30000000000000004,10.0,linear,2.0,auto,ovo,0.7608142493638677
0.30000000000000004,10.0,linear,2.0,auto,ovr,0.7608142493638677
0.30000000000000004,10.0,linear,3.0,scale,ovo,0.7608142493638677
0.30000000000000004,10.0,linear,3.0,scale,ovr,0.7608142493638677
0.30000000000000004,10.0,linear,3.0,auto,ovo,0.7608142493638677
0.30000000000000004,10.0,linear,3.0,auto,ovr,0.7608142493638677
0.30000000000000004,10.0,sigmoid,1.0,scale,ovo,0.47837150127226463
0.30000000000000004,10.0,sigmoid,1.0,scale,ovr,0.47837150127226463
0.30000000000000004,10.0,sigmoid,1.0,auto,ovo,0.5826972010178118
0.30000000000000004,10.0,sigmoid,1.0,auto,ovr,0.5826972010178118
0.30000000000000004,10.0,sigmoid,2.0,scale,ovo,0.47837150127226463
0.30000000000000004,10.0,sigmoid,2.0,scale,ovr,0.47837150127226463
0.30000000000000004,10.0,sigmoid,2.0,auto,ovo,0.5826972010178118
0.30000000000000004,10.0,sigmoid,2.0,auto,ovr,0.5826972010178118
0.30000000000000004,10.0,sigmoid,3.0,scale,ovo,0.47837150127226463
0.30000000000000004,10.0,sigmoid,3.0,scale,ovr,0.47837150127226463
0.30000000000000004,10.0,sigmoid,3.0,auto,ovo,0.5826972010178118
0.30000000000000004,10.0,sigmoid,3.0,auto,ovr,0.5826972010178118
0.30000000000000004,100.0,rbf,1.0,scale,ovo,0.7659033078880407
0.30000000000000004,100.0,rbf,1.0,scale,ovr,0.7659033078880407
0.30000000000000004,100.0,rbf,1.0,auto,ovo,0.7684478371501272
0.30000000000000004,100.0,rbf,1.0,auto,ovr,0.7684478371501272
0.30000000000000004,100.0,rbf,2.0,scale,ovo,0.7659033078880407
0.30000000000000004,100.0,rbf,2.0,scale,ovr,0.7659033078880407
0.30000000000000004,100.0,rbf,2.0,auto,ovo,0.7684478371501272
0.30000000000000004,100.0,rbf,2.0,auto,ovr,0.7684478371501272
0.30000000000000004,100.0,rbf,3.0,scale,ovo,0.7659033078880407
0.30000000000000004,100.0,rbf,3.0,scale,ovr,0.7659033078880407
0.30000000000000004,100.0,rbf,3.0,auto,ovo,0.7684478371501272
0.30000000000000004,100.0,rbf,3.0,auto,ovr,0.7684478371501272
0.30000000000000004,100.0,linear,1.0,scale,ovo,0.7608142493638677
0.30000000000000004,100.0,linear,1.0,scale,ovr,0.7608142493638677
0.30000000000000004,100.0,linear,1.0,auto,ovo,0.7608142493638677
0.30000000000000004,100.0,linear,1.0,auto,ovr,0.7608142493638677
0.30000000000000004,100.0,linear,2.0,scale,ovo,0.7608142493638677
0.30000000000000004,100.0,linear,2.0,scale,ovr,0.7608142493638677
0.30000000000000004,100.0,linear,2.0,auto,ovo,0.7608142493638677
0.30000000000000004,100.0,linear,2.0,auto,ovr,0.7608142493638677
0.30000000000000004,100.0,linear,3.0,scale,ovo,0.7608142493638677
0.30000000000000004,100.0,linear,3.0,scale,ovr,0.7608142493638677
0.30000000000000004,100.0,linear,3.0,auto,ovo,0.7608142493638677
0.30000000000000004,100.0,linear,3.0,auto,ovr,0.7608142493638677
0.30000000000000004,100.0,sigmoid,1.0,scale,ovo,0.5776081424936387
0.30000000000000004,100.0,sigmoid,1.0,scale,ovr,0.5776081424936387
0.30000000000000004,100.0,sigmoid,1.0,auto,ovo,0.5801526717557252
0.30000000000000004,100.0,sigmoid,1.0,auto,ovr,0.5801526717557252
0.30000000000000004,100.0,sigmoid,2.0,scale,ovo,0.5776081424936387
0.30000000000000004,100.0,sigmoid,2.0,scale,ovr,0.5776081424936387
0.30000000000000004,100.0,sigmoid,2.0,auto,ovo,0.5801526717557252
0.30000000000000004,100.0,sigmoid,2.0,auto,ovr,0.5801526717557252
0.30000000000000004,100.0,sigmoid,3.0,scale,ovo,0.5776081424936387
0.30000000000000004,100.0,sigmoid,3.0,scale,ovr,0.5776081424936387
0.30000000000000004,100.0,sigmoid,3.0,auto,ovo,0.5801526717557252
0.30000000000000004,100.0,sigmoid,3.0,auto,ovr,0.5801526717557252
0.4,1e-09,rbf,1.0,scale,ovo,0.5763358778625954
0.4,1e-09,rbf,1.0,scale,ovr,0.5763358778625954
0.4,1e-09,rbf,1.0,auto,ovo,0.5763358778625954
0.4,1e-09,rbf,1.0,auto,ovr,0.5763358778625954
0.4,1e-09,rbf,2.0,scale,ovo,0.5763358778625954
0.4,1e-09,rbf,2.0,scale,ovr,0.5763358778625954
0.4,1e-09,rbf,2.0,auto,ovo,0.5763358778625954
0.4,1e-09,rbf,2.0,auto,ovr,0.5763358778625954
0.4,1e-09,rbf,3.0,scale,ovo,0.5763358778625954
0.4,1e-09,rbf,3.0,scale,ovr,0.5763358778625954
0.4,1e-09,rbf,3.0,auto,ovo,0.5763358778625954
0.4,1e-09,rbf,3.0,auto,ovr,0.5763358778625954
0.4,1e-09,linear,1.0,scale,ovo,0.5763358778625954
0.4,1e-09,linear,1.0,scale,ovr,0.5763358778625954
0.4,1e-09,linear,1.0,auto,ovo,0.5763358778625954
0.4,1e-09,linear,1.0,auto,ovr,0.5763358778625954
0.4,1e-09,linear,2.0,scale,ovo,0.5763358778625954
0.4,1e-09,linear,2.0,scale,ovr,0.5763358778625954
0.4,1e-09,linear,2.0,auto,ovo,0.5763358778625954
0.4,1e-09,linear,2.0,auto,ovr,0.5763358778625954
0.4,1e-09,linear,3.0,scale,ovo,0.5763358778625954
0.4,1e-09,linear,3.0,scale,ovr,0.5763358778625954
0.4,1e-09,linear,3.0,auto,ovo,0.5763358778625954
0.4,1e-09,linear,3.0,auto,ovr,0.5763358778625954
0.4,1e-09,sigmoid,1.0,scale,ovo,0.5763358778625954
0.4,1e-09,sigmoid,1.0,scale,ovr,0.5763358778625954
0.4,1e-09,sigmoid,1.0,auto,ovo,0.5763358778625954
0.4,1e-09,sigmoid,1.0,auto,ovr,0.5763358778625954
0.4,1e-09,sigmoid,2.0,scale,ovo,0.5763358778625954
0.4,1e-09,sigmoid,2.0,scale,ovr,0.5763358778625954
0.4,1e-09,sigmoid,2.0,auto,ovo,0.5763358778625954
0.4,1e-09,sigmoid,2.0,auto,ovr,0.5763358778625954
0.4,1e-09,sigmoid,3.0,scale,ovo,0.5763358778625954
0.4,1e-09,sigmoid,3.0,scale,ovr,0.5763358778625954
0.4,1e-09,sigmoid,3.0,auto,ovo,0.5763358778625954
0.4,1e-09,sigmoid,3.0,auto,ovr,0.5763358778625954
0.4,1e-06,rbf,1.0,scale,ovo,0.5763358778625954
0.4,1e-06,rbf,1.0,scale,ovr,0.5763358778625954
0.4,1e-06,rbf,1.0,auto,ovo,0.5763358778625954
0.4,1e-06,rbf,1.0,auto,ovr,0.5763358778625954
0.4,1e-06,rbf,2.0,scale,ovo,0.5763358778625954
0.4,1e-06,rbf,2.0,scale,ovr,0.5763358778625954
0.4,1e-06,rbf,2.0,auto,ovo,0.5763358778625954
0.4,1e-06,rbf,2.0,auto,ovr,0.5763358778625954
0.4,1e-06,rbf,3.0,scale,ovo,0.5763358778625954
0.4,1e-06,rbf,3.0,scale,ovr,0.5763358778625954
0.4,1e-06,rbf,3.0,auto,ovo,0.5763358778625954
0.4,1e-06,rbf,3.0,auto,ovr,0.5763358778625954
0.4,1e-06,linear,1.0,scale,ovo,0.5763358778625954
0.4,1e-06,linear,1.0,scale,ovr,0.5763358778625954
0.4,1e-06,linear,1.0,auto,ovo,0.5763358778625954
0.4,1e-06,linear,1.0,auto,ovr,0.5763358778625954
0.4,1e-06,linear,2.0,scale,ovo,0.5763358778625954
0.4,1e-06,linear,2.0,scale,ovr,0.5763358778625954
0.4,1e-06,linear,2.0,auto,ovo,0.5763358778625954
0.4,1e-06,linear,2.0,auto,ovr,0.5763358778625954
0.4,1e-06,linear,3.0,scale,ovo,0.5763358778625954
0.4,1e-06,linear,3.0,scale,ovr,0.5763358778625954
0.4,1e-06,linear,3.0,auto,ovo,0.5763358778625954
0.4,1e-06,linear,3.0,auto,ovr,0.5763358778625954
0.4,1e-06,sigmoid,1.0,scale,ovo,0.5763358778625954
0.4,1e-06,sigmoid,1.0,scale,ovr,0.5763358778625954
0.4,1e-06,sigmoid,1.0,auto,ovo,0.5763358778625954
0.4,1e-06,sigmoid,1.0,auto,ovr,0.5763358778625954
0.4,1e-06,sigmoid,2.0,scale,ovo,0.5763358778625954
0.4,1e-06,sigmoid,2.0,scale,ovr,0.5763358778625954
0.4,1e-06,sigmoid,2.0,auto,ovo,0.5763358778625954
0.4,1e-06,sigmoid,2.0,auto,ovr,0.5763358778625954
0.4,1e-06,sigmoid,3.0,scale,ovo,0.5763358778625954
0.4,1e-06,sigmoid,3.0,scale,ovr,0.5763358778625954
0.4,1e-06,sigmoid,3.0,auto,ovo,0.5763358778625954
0.4,1e-06,sigmoid,3.0,auto,ovr,0.5763358778625954
0.4,0.001,rbf,1.0,scale,ovo,0.5763358778625954
0.4,0.001,rbf,1.0,scale,ovr,0.5763358778625954
0.4,0.001,rbf,1.0,auto,ovo,0.5763358778625954
0.4,0.001,rbf,1.0,auto,ovr,0.5763358778625954
0.4,0.001,rbf,2.0,scale,ovo,0.5763358778625954
0.4,0.001,rbf,2.0,scale,ovr,0.5763358778625954
0.4,0.001,rbf,2.0,auto,ovo,0.5763358778625954
0.4,0.001,rbf,2.0,auto,ovr,0.5763358778625954
0.4,0.001,rbf,3.0,scale,ovo,0.5763358778625954
0.4,0.001,rbf,3.0,scale,ovr,0.5763358778625954
0.4,0.001,rbf,3.0,auto,ovo,0.5763358778625954
0.4,0.001,rbf,3.0,auto,ovr,0.5763358778625954
0.4,0.001,linear,1.0,scale,ovo,0.5763358778625954
0.4,0.001,linear,1.0,scale,ovr,0.5763358778625954
0.4,0.001,linear,1.0,auto,ovo,0.5763358778625954
0.4,0.001,linear,1.0,auto,ovr,0.5763358778625954
0.4,0.001,linear,2.0,scale,ovo,0.5763358778625954
0.4,0.001,linear,2.0,scale,ovr,0.5763358778625954
0.4,0.001,linear,2.0,auto,ovo,0.5763358778625954
0.4,0.001,linear,2.0,auto,ovr,0.5763358778625954
0.4,0.001,linear,3.0,scale,ovo,0.5763358778625954
0.4,0.001,linear,3.0,scale,ovr,0.5763358778625954
0.4,0.001,linear,3.0,auto,ovo,0.5763358778625954
0.4,0.001,linear,3.0,auto,ovr,0.5763358778625954
0.4,0.001,sigmoid,1.0,scale,ovo,0.5763358778625954
0.4,0.001,sigmoid,1.0,scale,ovr,0.5763358778625954
0.4,0.001,sigmoid,1.0,auto,ovo,0.5763358778625954
0.4,0.001,sigmoid,1.0,auto,ovr,0.5763358778625954
0.4,0.001,sigmoid,2.0,scale,ovo,0.5763358778625954
0.4,0.001,sigmoid,2.0,scale,ovr,0.5763358778625954
0.4,0.001,sigmoid,2.0,auto,ovo,0.5763358778625954
0.4,0.001,sigmoid,2.0,auto,ovr,0.5763358778625954
0.4,0.001,sigmoid,3.0,scale,ovo,0.5763358778625954
0.4,0.001,sigmoid,3.0,scale,ovr,0.5763358778625954
0.4,0.001,sigmoid,3.0,auto,ovo,0.5763358778625954
0.4,0.001,sigmoid,3.0,auto,ovr,0.5763358778625954
0.4,1.0,rbf,1.0,scale,ovo,0.5896946564885496
0.4,1.0,rbf,1.0,scale,ovr,0.5896946564885496
0.4,1.0,rbf,1.0,auto,ovo,0.7729007633587787
0.4,1.0,rbf,1.0,auto,ovr,0.7729007633587787
0.4,1.0,rbf,2.0,scale,ovo,0.5896946564885496
0.4,1.0,rbf,2.0,scale,ovr,0.5896946564885496
0.4,1.0,rbf,2.0,auto,ovo,0.7729007633587787
0.4,1.0,rbf,2.0,auto,ovr,0.7729007633587787
0.4,1.0,rbf,3.0,scale,ovo,0.5896946564885496
0.4,1.0,rbf,3.0,scale,ovr,0.5896946564885496
0.4,1.0,rbf,3.0,auto,ovo,0.7729007633587787
0.4,1.0,rbf,3.0,auto,ovr,0.7729007633587787
0.4,1.0,linear,1.0,scale,ovo,0.7729007633587787
0.4,1.0,linear,1.0,scale,ovr,0.7729007633587787
0.4,1.0,linear,1.0,auto,ovo,0.7729007633587787
0.4,1.0,linear,1.0,auto,ovr,0.7729007633587787
0.4,1.0,linear,2.0,scale,ovo,0.7729007633587787
0.4,1.0,linear,2.0,scale,ovr,0.7729007633587787
0.4,1.0,linear,2.0,auto,ovo,0.7729007633587787
0.4,1.0,linear,2.0,auto,ovr,0.7729007633587787
0.4,1.0,linear,3.0,scale,ovo,0.7729007633587787
0.4,1.0,linear,3.0,scale,ovr,0.7729007633587787
0.4,1.0,linear,3.0,auto,ovo,0.7729007633587787
0.4,1.0,linear,3.0,auto,ovr,0.7729007633587787
0.4,1.0,sigmoid,1.0,scale,ovo,0.4713740458015267
0.4,1.0,sigmoid,1.0,scale,ovr,0.4713740458015267
0.4,1.0,sigmoid,1.0,auto,ovo,0.5763358778625954
0.4,1.0,sigmoid,1.0,auto,ovr,0.5763358778625954
0.4,1.0,sigmoid,2.0,scale,ovo,0.4713740458015267
0.4,1.0,sigmoid,2.0,scale,ovr,0.4713740458015267
0.4,1.0,sigmoid,2.0,auto,ovo,0.5763358778625954
0.4,1.0,sigmoid,2.0,auto,ovr,0.5763358778625954
0.4,1.0,sigmoid,3.0,scale,ovo,0.4713740458015267
0.4,1.0,sigmoid,3.0,scale,ovr,0.4713740458015267
0.4,1.0,sigmoid,3.0,auto,ovo,0.5763358778625954
0.4,1.0,sigmoid,3.0,auto,ovr,0.5763358778625954
0.4,10.0,rbf,1.0,scale,ovo,0.7729007633587787
0.4,10.0,rbf,1.0,scale,ovr,0.7729007633587787
0.4,10.0,rbf,1.0,auto,ovo,0.7767175572519084
0.4,10.0,rbf,1.0,auto,ovr,0.7767175572519084
0.4,10.0,rbf,2.0,scale,ovo,0.7729007633587787
0.4,10.0,rbf,2.0,scale,ovr,0.7729007633587787
0.4,10.0,rbf,2.0,auto,ovo,0.7767175572519084
0.4,10.0,rbf,2.0,auto,ovr,0.7767175572519084
0.4,10.0,rbf,3.0,scale,ovo,0.7729007633587787
0.4,10.0,rbf,3.0,scale,ovr,0.7729007633587787
0.4,10.0,rbf,3.0,auto,ovo,0.7767175572519084
0.4,10.0,rbf,3.0,auto,ovr,0.7767175572519084
0.4,10.0,linear,1.0,scale,ovo,0.7729007633587787
0.4,10.0,linear,1.0,scale,ovr,0.7729007633587787
0.4,10.0,linear,1.0,auto,ovo,0.7729007633587787
0.4,10.0,linear,1.0,auto,ovr,0.7729007633587787
0.4,10.0,linear,2.0,scale,ovo,0.7729007633587787
0.4,10.0,linear,2.0,scale,ovr,0.7729007633587787
0.4,10.0,linear,2.0,auto,ovo,0.7729007633587787
0.4,10.0,linear,2.0,auto,ovr,0.7729007633587787
0.4,10.0,linear,3.0,scale,ovo,0.7729007633587787
0.4,10.0,linear,3.0,scale,ovr,0.7729007633587787
0.4,10.0,linear,3.0,auto,ovo,0.7729007633587787
0.4,10.0,linear,3.0,auto,ovr,0.7729007633587787
0.4,10.0,sigmoid,1.0,scale,ovo,0.4713740458015267
0.4,10.0,sigmoid,1.0,scale,ovr,0.4713740458015267
0.4,10.0,sigmoid,1.0,auto,ovo,0.5916030534351145
0.4,10.0,sigmoid,1.0,auto,ovr,0.5916030534351145
0.4,10.0,sigmoid,2.0,scale,ovo,0.4713740458015267
0.4,10.0,sigmoid,2.0,scale,ovr,0.4713740458015267
0.4,10.0,sigmoid,2.0,auto,ovo,0.5916030534351145
0.4,10.0,sigmoid,2.0,auto,ovr,0.5916030534351145
0.4,10.0,sigmoid,3.0,scale,ovo,0.4713740458015267
0.4,10.0,sigmoid,3.0,scale,ovr,0.4713740458015267
0.4,10.0,sigmoid,3.0,auto,ovo,0.5916030534351145
0.4,10.0,sigmoid,3.0,auto,ovr,0.5916030534351145
0.4,100.0,rbf,1.0,scale,ovo,0.7748091603053435
0.4,100.0,rbf,1.0,scale,ovr,0.7748091603053435
0.4,100.0,rbf,1.0,auto,ovo,0.7767175572519084
0.4,100.0,rbf,1.0,auto,ovr,0.7767175572519084
0.4,100.0,rbf,2.0,scale,ovo,0.7748091603053435
0.4,100.0,rbf,2.0,scale,ovr,0.7748091603053435
0.4,100.0,rbf,2.0,auto,ovo,0.7767175572519084
0.4,100.0,rbf,2.0,auto,ovr,0.7767175572519084
0.4,100.0,rbf,3.0,scale,ovo,0.7748091603053435
0.4,100.0,rbf,3.0,scale,ovr,0.7748091603053435
0.4,100.0,rbf,3.0,auto,ovo,0.7767175572519084
0.4,100.0,rbf,3.0,auto,ovr,0.7767175572519084
0.4,100.0,linear,1.0,scale,ovo,0.7729007633587787
0.4,100.0,linear,1.0,scale,ovr,0.7729007633587787
0.4,100.0,linear,1.0,auto,ovo,0.7729007633587787
0.4,100.0,linear,1.0,auto,ovr,0.7729007633587787
0.4,100.0,linear,2.0,scale,ovo,0.7729007633587787
0.4,100.0,linear,2.0,scale,ovr,0.7729007633587787
0.4,100.0,linear,2.0,auto,ovo,0.7729007633587787
0.4,100.0,linear,2.0,auto,ovr,0.7729007633587787
0.4,100.0,linear,3.0,scale,ovo,0.7729007633587787
0.4,100.0,linear,3.0,scale,ovr,0.7729007633587787
0.4,100.0,linear,3.0,auto,ovo,0.7729007633587787
0.4,100.0,linear,3.0,auto,ovr,0.7729007633587787
0.4,100.0,sigmoid,1.0,scale,ovo,0.5782442748091603
0.4,100.0,sigmoid,1.0,scale,ovr,0.5782442748091603
0.4,100.0,sigmoid,1.0,auto,ovo,0.5896946564885496
0.4,100.0,sigmoid,1.0,auto,ovr,0.5896946564885496
0.4,100.0,sigmoid,2.0,scale,ovo,0.5782442748091603
0.4,100.0,sigmoid,2.0,scale,ovr,0.5782442748091603
0.4,100.0,sigmoid,2.0,auto,ovo,0.5896946564885496
0.4,100.0,sigmoid,2.0,auto,ovr,0.5896946564885496
0.4,100.0,sigmoid,3.0,scale,ovo,0.5782442748091603
0.4,100.0,sigmoid,3.0,scale,ovr,0.5782442748091603
0.4,100.0,sigmoid,3.0,auto,ovo,0.5896946564885496
0.4,100.0,sigmoid,3.0,auto,ovr,0.5896946564885496
0.5,1e-09,rbf,1.0,scale,ovo,0.5923664122137404
0.5,1e-09,rbf,1.0,scale,ovr,0.5923664122137404
0.5,1e-09,rbf,1.0,auto,ovo,0.5923664122137404
0.5,1e-09,rbf,1.0,auto,ovr,0.5923664122137404
0.5,1e-09,rbf,2.0,scale,ovo,0.5923664122137404
0.5,1e-09,rbf,2.0,scale,ovr,0.5923664122137404
0.5,1e-09,rbf,2.0,auto,ovo,0.5923664122137404
0.5,1e-09,rbf,2.0,auto,ovr,0.5923664122137404
0.5,1e-09,rbf,3.0,scale,ovo,0.5923664122137404
0.5,1e-09,rbf,3.0,scale,ovr,0.5923664122137404
0.5,1e-09,rbf,3.0,auto,ovo,0.5923664122137404
0.5,1e-09,rbf,3.0,auto,ovr,0.5923664122137404
0.5,1e-09,linear,1.0,scale,ovo,0.5923664122137404
0.5,1e-09,linear,1.0,scale,ovr,0.5923664122137404
0.5,1e-09,linear,1.0,auto,ovo,0.5923664122137404
